cluster_id,latitude,longitude,urban_rural,live_births,u5_deaths,u5mr,survey_year,quality_flag
53,7.909535,7.070504,R,12.487384,0.445978,38.46153846153844,2013,sparse
54,7.814521,7.020374,R,7.666191,0.567866,101.23456790123453,2013,sparse
55,7.813341,6.982528,R,10.075769999999997,0.895624,103.04659498207891,2013,sparse
56,7.524204,7.160336,U,36.649787999999994,1.745228,47.61904761904767,2013,sparse
57,6.809701,6.68264,R,13.751144000000002,3.1252600000000004,307.52840909090907,2013,sparse
58,7.189299,6.797413,R,4.968744,0.0,0.0,2013,sparse
59,7.685192,5.988825,R,25.808055,1.720537,83.33333333333337,2013,sparse
60,7.846395,5.991781,U,7.667506999999999,0.0,0.0,2013,sparse
61,7.821073,6.099531,U,14.007592,0.0,0.0,2013,sparse
62,8.117333,6.854475,R,10.456643999999999,0.0,0.0,2013,sparse
63,7.911439,6.753847,R,23.007776,1.437986,62.5,2013,sparse
64,7.809938,6.748363,U,49.38077199999999,7.054396,177.58590850527844,2013,sparse
65,7.64691,6.344131,R,10.512936000000003,1.001232,97.74436090225558,2013,sparse
66,7.56379,6.169152,U,4.144699,0.0,0.0,2013,sparse
67,7.568769,6.173435,U,11.477652,0.0,0.0,2013,sparse
68,7.550173,6.24953,U,31.4448,0.98265,31.25,2013,sparse
69,7.278214,7.736047,R,20.458016,0.0,0.0,2013,sparse
70,7.213366,7.624369,R,4.582739,0.654677,142.8571428571428,2013,sparse
71,7.913647,7.505779,R,8.222790000000002,0.0,0.0,2013,sparse
72,8.313542,4.38855,U,22.46266300000001,1.8212970000000002,81.08108108108102,2013,sparse
73,8.297746,4.526147,U,24.593327999999996,4.098888,185.05942275042452,2013,sparse
74,9.767329,3.378472,U,29.702268000000007,2.200168,91.98963866483045,2013,sparse
75,9.215433,3.203993,U,13.1034,0.327585,27.77777777777779,2013,sparse
76,8.972641,5.200414,R,39.553023999999986,4.465664,147.10615067480649,2013,sparse
77,9.069555,4.950153,R,24.023088,1.334616,55.55555555555558,2013,sparse
78,8.828906,4.993176,U,20.118008,1.297936,65.62847608453825,2013,sparse
79,8.398243,4.623362,R,26.914159999999992,1.345708,50.00000000000004,2013,sparse
80,8.835276,4.844875,U,13.45305,1.552275,136.15795968737143,2013,sparse
81,8.323687,5.242049,U,3.4337109999999997,0.0,0.0,2013,sparse
82,8.52518,4.546441,U,25.258505999999993,1.9429619999999999,79.185520361991,2013,sparse
83,8.505205,4.544727,U,7.09142,0.354571,58.82352941176472,2013,sparse
84,8.500912,4.602338,U,27.649208999999995,0.0,0.0,2013,sparse
85,8.474936,4.561175,U,9.949065000000001,1.04727,108.3591331269349,2013,sparse
86,8.509775,4.530087,U,10.735163999999997,0.0,0.0,2013,sparse
87,8.473993,4.539439,U,15.39,0.513,33.33333333333333,2013,sparse
88,8.494575,4.521048,U,19.23495,1.1540970000000002,60.00000000000006,2013,sparse
89,8.16242,5.14145,R,4.848300000000001,0.48483,99.99999999999997,2013,sparse
90,8.745118,4.464231,R,25.121239999999997,0.73886,40.000000000000036,2013,sparse
91,9.116502,4.814712,R,13.159367999999999,0.731076,55.55555555555558,2013,sparse
92,8.154345,4.719409,U,6.89859,0.0,0.0,2013,sparse
93,8.086075,4.705347,U,8.302975,0.0,0.0,2013,sparse
94,8.699826,5.895578,R,13.657984999999998,1.88386,160.24340770791068,2013,sparse
95,8.964446,8.472936,R,19.318291999999996,1.379878,86.4661654135338,2013,sparse
96,9.143764,8.381281,R,10.942456000000004,1.563208,142.8571428571428,2013,sparse
97,8.908278,8.378301,U,8.103844000000002,0.578846,71.4285714285714,2013,sparse
98,8.394625,8.356697,U,32.085306,0.0,0.0,2013,sparse
99,9.276733,7.951489,R,13.248512,0.414016,31.25,2013,sparse
100,9.313766,7.745062,R,20.581380000000006,2.858525,147.37654320987647,2013,sparse
101,8.876495,7.695011,R,54.647166,6.505615000000001,137.9278273809522,2013,complete
102,8.854504,7.882599,U,8.938099999999999,0.89381,100.00000000000009,2013,sparse
103,8.750151,8.090164,R,20.438456999999985,3.1443779999999997,153.84615384615395,2013,sparse
104,8.596511,8.925096,R,49.83079500000001,3.050865,63.122923588039946,2013,sparse
105,8.479997,8.620825,R,29.663234999999993,3.295915,221.5517241379311,2013,sparse
106,8.804697,8.752105,R,44.81544,4.668275,135.3790274013851,2013,sparse
107,8.546015,8.451322,R,8.04355,0.321742,41.66666666666663,2013,sparse
108,8.524722,8.514258,U,11.117507,0.653971,58.82352941176472,2013,sparse
109,8.103565,7.670108,R,12.798183999999996,0.457078,66.66666666666666,2013,sparse
110,8.195676,7.746035,R,28.250685000000004,2.511172,102.56410256410253,2013,sparse
111,7.987791,7.848827,R,25.579718999999997,0.0,0.0,2013,sparse
112,8.52978,7.788128,R,18.546507,1.090971,66.66666666666666,2013,sparse
113,8.770745,8.625758,R,7.864178000000002,1.123454,204.08163265306123,2013,sparse
115,8.717259,8.531831,U,6.241547000000001,0.960238,153.84615384615387,2013,sparse
116,8.348507,8.833737,R,9.195317,0.0,0.0,2013,sparse
117,8.946828,8.710266,R,19.280079,2.754297,150.77110389610394,2013,sparse
118,9.181494,6.376671,R,76.92279199999997,14.169988,256.3226247436774,2013,complete
119,8.633371,6.416811,R,83.957477,2.269121,27.027027027026975,2013,complete
120,9.023282,6.316563,U,109.24385999999998,7.282924,67.59259259259265,2013,complete
121,9.097077,6.022804,U,29.66650399999999,0.0,0.0,2013,sparse
122,10.349935,3.737298,R,83.957477,2.269121,33.33333333333333,2013,complete
123,10.82236,3.937307,R,89.29378599999998,4.540362,51.78907721280601,2013,complete
124,9.695056,6.475028,U,22.769599999999993,2.4396,110.11904761904756,2013,sparse
125,9.578402,6.569628,U,16.119882,0.0,0.0,2013,sparse
126,9.119642,5.945372,R,76.53024100000002,4.884909,74.46808510638303,2013,complete
127,9.142659,5.889798,R,106.648687,0.0,0.0,2013,complete
128,9.37879,6.995329,R,60.214560000000006,5.3763000000000005,95.18809994353472,2013,complete
129,9.369888,6.38832,R,37.956775,2.7773250000000003,130.1749271137026,2013,sparse
130,10.551203,5.451174,R,24.729085000000005,0.0,0.0,2013,sparse
131,10.55603,5.59688,R,34.235036,2.334207,84.91715399610133,2013,sparse
132,10.41254,5.455511,U,13.747954000000002,0.0,0.0,2013,sparse
133,9.243076,5.734276,R,80.28921200000003,10.56437,143.4362934362934,2013,complete
134,10.07875,6.015912,R,49.92675,2.995605,76.00000000000007,2013,sparse
135,8.77173,5.797715,R,63.911617000000014,5.182023,119.31818181818177,2013,complete
136,9.608769,7.300629,R,97.236717,13.567913999999998,156.3000188306185,2013,complete
137,10.959827,5.190469,R,77.99545,1.559909,20.000000000000018,2013,complete
138,10.092704,6.554116,R,28.155944,0.0,0.0,2013,sparse
139,9.18261,7.190781,U,19.289571000000002,0.838677,43.47826086956519,2013,sparse
140,9.248913,7.277954,R,53.13458300000002,1.832227,34.482758620689616,2013,complete
141,9.744344,6.06576,R,57.56867600000001,5.233516,116.13504494483351,2013,complete
142,9.636519,9.087539,R,36.216912,2.263557,68.04542974755745,2013,sparse
143,9.813438,8.706256,R,10.839994000000003,0.492727,50.00000000000004,2013,sparse
144,10.032155,9.112013,R,13.614938999999996,2.017028,197.53086419753075,2013,sparse
145,9.93553,8.914128,U,12.211992,0.0,0.0,2013,sparse
146,9.923324,8.847693,U,16.140293,0.949429,66.66666666666666,2013,sparse
147,9.923981,8.917847,U,10.34372,1.034372,99.99999999999997,2013,sparse
148,9.896175,8.890274,U,9.126169,0.702013,83.33333333333337,2013,sparse
149,9.711026,8.844146,U,11.659362,0.448437,40.000000000000036,2013,sparse
150,9.480116,9.157585,U,15.169212,0.842734,55.55555555555558,2013,sparse
151,9.421263,9.804832,R,60.658182000000004,5.7224699999999995,113.29825834542817,2013,complete
152,9.528891,10.366498,R,34.175232,5.492448,167.3469387755101,2013,sparse
153,8.651693,9.768994,R,44.998400000000004,2.699904,68.1572481572481,2013,sparse
154,9.130044,9.840172,R,21.571707999999997,1.9033859999999998,90.19607843137256,2013,sparse
155,8.988763,9.861915,R,8.429784,0.702482,83.33333333333337,2013,sparse
156,9.186171,9.704893,R,19.108627999999996,1.737148,90.90909090909093,2013,sparse
157,9.389979,9.200819,R,20.082032,0.0,0.0,2013,sparse
158,9.34251,9.205836,R,30.866660000000003,4.629999,149.99999999999991,2013,sparse
159,9.362292,9.424356,R,22.914930000000002,2.3705100000000003,106.20689655172421,2013,sparse
160,9.191591,9.678142,R,11.204578000000001,0.509299,45.45454545454541,2013,sparse
161,9.644287,8.60373,R,21.400301999999996,1.019062,48.84004884004889,2013,sparse
162,9.14353,9.802323,U,14.007404999999999,0.823965,58.82352941176472,2013,sparse
163,8.977145,9.781248,R,34.96355799999999,1.626212,133.33333333333331,2013,sparse
164,8.862011,9.635557,R,24.937332000000005,2.579724,110.66688877783315,2013,sparse
166,9.245381,11.863476,R,21.121344,1.242432,215.68627450980392,2013,sparse
167,9.283893,12.812037,R,38.80788799999999,2.771992,71.4285714285714,2013,sparse
168,9.389275,12.832313,R,40.71095599999999,3.131612,98.5082920566791,2013,sparse
169,9.366998,12.551611,R,21.268456000000008,1.4501220000000001,77.14285714285718,2013,sparse
170,10.377382,12.565215,R,23.110924999999998,0.924437,71.4285714285714,2013,sparse
171,10.287712,12.753104,R,16.450632,2.991024,191.91919191919183,2013,sparse
172,10.162288,12.742196,U,37.32616,0.0,0.0,2013,sparse
173,9.691542,11.943757,R,25.392989999999998,6.0459499999999995,240.98671726755217,2013,sparse
174,9.65012,11.805992,R,41.094143999999986,5.870592,176.94805194805195,2013,sparse
175,9.799688,11.92572,R,15.40448,1.10032,83.92857142857146,2013,sparse
176,9.902968,11.947606,U,20.309185999999997,1.791987,92.43697478991596,2013,sparse
177,10.183341,12.791833,R,47.171583999999996,3.043328,80.1075268817204,2013,sparse
178,8.765318,12.082464,R,23.989680000000003,0.54522,25.00000000000002,2013,sparse
179,8.531828,12.374966,R,23.646252000000004,0.695478,35.7142857142857,2013,sparse
180,10.018109,13.125219,R,36.764945999999995,5.828589,185.52854345625414,2013,sparse
181,10.182173,13.230579,R,28.015649999999997,2.801565,119.60975609756107,2013,sparse
182,10.108319,13.307371,R,45.93136499999999,8.645904,207.45304073812554,2013,sparse
183,10.253876,13.270651,U,33.277640000000005,0.831941,25.00000000000002,2013,sparse
184,10.060323,12.773261,R,44.505765,3.01734,68.75599616245597,2013,sparse
185,9.710026,12.272056,R,48.57911999999999,8.636288,209.55152327701353,2013,sparse
186,9.2158,12.498294,U,14.152426,1.147494,89.2857142857143,2013,sparse
187,9.197908,12.488787,U,12.784771999999998,0.824824,64.51612903225812,2013,sparse
188,9.209026,12.501689,U,72.55494400000002,8.24488,142.1491421491422,2013,complete
189,10.290102,10.182841,R,80.53720000000003,9.537300000000002,139.63771216659526,2013,complete
190,10.309479,9.841554,U,74.59753200000003,2.406372,38.4897360703812,2013,complete
191,11.751562,10.804911,R,51.897017999999996,7.283792,199.83363514223973,2013,complete
192,11.678343,10.703977,U,44.18113799999998,2.137797,110.71707953063881,2013,sparse
193,12.059581,10.569342,R,28.688928,3.375168,177.70351383796756,2013,sparse
194,11.763473,10.477321,R,29.84448,3.7305599999999997,154.3018766960975,2013,sparse
195,11.983541,10.407938,R,36.08461400000001,1.524702,52.090319695953454,2013,sparse
196,11.956674,10.604022,R,24.8704,1.8652799999999998,135.0877192982456,2013,sparse
197,10.968064,9.636477,R,137.07707999999994,19.58244,163.07875190892685,2013,complete
198,11.832362,9.91577,R,51.25308100000001,8.425163999999999,216.31728763481595,2013,complete
199,11.699141,9.917582,R,32.143959,3.919995,168.76187521811613,2013,sparse
200,11.581208,10.479093,R,81.473405,10.027496,142.40204701743176,2013,complete
201,11.757711,10.138579,R,92.637511,24.111133,353.4126263044101,2013,complete
202,11.548358,10.416481,R,60.15120799999999,12.234144,240.03706075731978,2013,complete
203,11.30205,10.485236,U,49.798899000000006,4.882245,110.077519379845,2013,sparse
204,11.197857,9.437789,R,52.969308,6.3058700000000005,149.98752961715934,2013,complete
205,10.961217,9.556173,R,70.51748599999999,10.482329,203.29595637416364,2013,complete
206,11.506738,9.980843,R,48.95313200000002,9.23644,205.74099768519315,2013,sparse
207,9.760583,9.748821,R,65.27152800000002,8.288448,160.03024853013792,2013,complete
208,9.789782,9.88201,R,40.10706300000001,0.0,0.0,2013,sparse
209,10.366122,8.995874,R,111.7976,18.16711,224.82776070664835,2013,complete
210,10.222214,9.404448,R,48.564114,4.26001,103.23476032881396,2013,sparse
211,11.241135,9.656046,R,43.3964,6.943424,239.2793222765779,2013,sparse
212,12.398033,10.604755,R,73.815336,9.226917,208.1444443378856,2013,complete
215,11.224195,13.093622,R,80.81091900000001,2.992997,62.5,2013,complete
216,11.070602,13.702637,U,50.16693,3.04042,70.51282051282048,2013,complete
217,11.739757,13.932452,R,15.543824999999998,0.0,0.0,2013,sparse
218,12.020549,13.922665,R,12.568797,1.478682,125.0,2013,sparse
219,10.993712,13.36339,R,47.687516,4.436048,103.21257689678754,2013,sparse
220,13.686235,13.340167,U,75.61185200000001,0.0,0.0,2013,complete
221,11.868676,13.128481,U,48.162188,2.534852,63.765182186234725,2013,sparse
222,11.836515,13.093503,U,35.21685000000001,0.0,0.0,2013,sparse
223,11.799833,13.201102,U,23.918472000000005,0.0,0.0,2013,sparse
224,11.814736,13.088704,U,182.336067,17.876085,117.53239307418872,2013,complete
225,11.815325,13.08667,U,62.89924,4.717443,91.30434782608698,2013,complete
226,11.620111,13.476149,R,53.23257600000001,8.872096,185.4166666666668,2013,complete
228,13.248662,13.595897,R,61.56927499999998,2.676925,43.47826086956519,2013,complete
229,12.893545,13.544444,R,38.344684,0.0,0.0,2013,sparse
230,12.671908,13.641359,U,69.802971,2.406999,47.61904761904767,2013,complete
231,12.013625,12.521109,R,42.610420000000005,0.0,0.0,2013,sparse
232,13.061237,12.835665,R,71.46965900000002,0.0,0.0,2013,complete
233,12.591034,13.681498,R,45.396287999999984,0.0,0.0,2013,sparse
235,12.340613,13.051287,R,53.556282,0.0,0.0,2013,complete
236,10.288468,11.966789,R,47.025753999999985,3.066897,102.56410256410253,2013,sparse
237,10.175021,11.195507,R,18.038294999999998,3.607659,239.9347238056916,2013,sparse
238,9.981602,11.48633,R,56.060952,6.433224,141.04470715852514,2013,complete
239,9.983329,10.932461,R,33.95249999999999,0.62875,18.51851851851849,2013,sparse
240,10.253741,11.181175,U,107.65326,11.41777,143.36036304121424,2013,complete
241,10.269099,11.205159,U,10.76284,0.269071,30.303030303030276,2013,sparse
242,10.319448,11.178826,U,25.982769,2.808948,134.3767236624379,2013,sparse
243,9.854514,11.681513,R,17.545572000000003,2.126736,154.54857545153357,2013,sparse
244,9.611484,11.431804,R,19.140624,2.791341,153.78615995462297,2013,sparse
245,9.730782,11.704651,R,12.842732000000002,0.917338,71.4285714285714,2013,sparse
246,9.843371,11.176967,R,6.011955,1.33599,254.62962962962953,2013,sparse
247,9.87285,11.230351,U,17.322580000000006,0.393695,58.82352941176472,2013,sparse
248,10.985413,10.86431,R,28.647694000000005,1.548524,75.9312039312039,2013,sparse
249,10.967246,10.909505,R,21.428389999999993,2.586185,147.54678964067526,2013,sparse
250,11.00044,11.381061,R,17.073058000000003,1.845736,121.6216216216216,2013,sparse
251,10.886514,11.515195,R,40.20302999999999,11.486580000000002,353.02374342892483,2013,sparse
252,10.366173,11.27973,R,33.21109999999999,2.5546999999999995,98.77913429522755,2013,sparse
253,10.454373,11.064833,R,27.381941999999995,2.6078040000000002,103.69504006930919,2013,sparse
254,11.083918,11.15569,R,18.464292,2.3446719999999996,162.47004702776812,2013,sparse
255,11.093939,11.348004,U,15.303247000000004,0.325601,21.276595744680883,2013,sparse
256,9.55851,11.103898,R,11.483172000000003,0.310356,27.027027027026975,2013,sparse
257,9.658315,11.012426,R,23.727618,2.4976439999999998,122.8070175438597,2013,sparse
258,10.276727,11.336544,R,19.333403999999994,3.58026,300.4919813430452,2013,sparse
259,10.323127,11.358394,R,13.270823999999996,0.947916,71.4285714285714,2013,sparse
260,8.794115,11.413155,R,21.837162999999997,1.523523,70.34883720930229,2013,sparse
261,8.434089,11.03312,R,50.044646,7.439068999999999,200.55572229485276,2013,complete
262,7.945567,10.657741,R,67.503855,9.529955999999999,170.13289590534907,2013,complete
263,7.986488,10.993955,R,18.335887999999997,1.5806799999999999,91.13300492610843,2013,sparse
264,7.761047,9.989088,R,48.633939000000005,3.412908,72.19973009446711,2013,sparse
265,8.638174,10.784069,R,20.674611000000006,1.170261,86.5322055953156,2013,sparse
266,8.315398,9.686685,R,42.795576,7.726979,219.0423728360701,2013,sparse
267,8.921687,11.329061,U,12.20355,0.677975,66.66666666666666,2013,sparse
268,9.544495,10.915399,R,37.619309999999984,1.85013,60.01342153197198,2013,sparse
269,9.345818,11.004246,R,16.06899,0.918228,60.95238095238098,2013,sparse
270,9.552619,11.22221,R,28.703310000000002,3.3279199999999998,140.67917620137305,2013,sparse
271,8.843252,10.805917,R,70.62801999999996,5.10564,82.51274213157545,2013,complete
272,9.141315,11.62035,R,18.09696,3.01616,190.29980456234784,2013,sparse
273,6.861601,11.538456,R,61.492464000000005,7.453632000000001,170.35388853570677,2013,complete
274,6.660882,11.28604,R,20.596680000000003,1.98045,99.43714821763594,2013,sparse
275,6.81347,11.054064,R,36.969946,2.705118,73.81258023106551,2013,sparse
276,6.71679,11.256647,U,31.135039999999996,0.0,0.0,2013,sparse
277,6.931538,9.83443,R,28.334262000000006,4.29307,170.44845398503938,2013,sparse
278,7.273802,9.99631,U,38.11833999999998,4.39827,119.85688729874778,2013,sparse
279,8.098074,10.063674,U,20.178445000000004,1.235415,71.4285714285715,2013,sparse
280,8.713817,11.628378,R,21.30736499999999,1.420491,66.66666666666676,2013,sparse
281,9.044897,11.565836,R,11.372191999999998,0.437392,38.46153846153844,2013,sparse
282,8.966162,11.813599,R,41.709669,3.051927,77.60532150776056,2013,sparse
283,12.372258,11.041292,U,41.44942999999998,0.753626,21.739130434782595,2013,sparse
284,12.97417,11.407463,R,31.833824000000003,2.893984,95.856524427953,2013,sparse
285,12.8937,11.037993,U,19.131833999999998,2.887824,188.42097405020098,2013,sparse
286,11.252385,11.258013,R,34.34705000000001,2.9867,97.45127436281852,2013,sparse
287,11.939913,11.309748,R,18.880320000000008,1.888032,109.03292181069946,2013,sparse
288,11.618485,11.71827,R,26.642210000000006,4.186633,194.09665602036264,2013,sparse
289,11.674963,11.783269,R,31.001082,1.476242,84.17508417508412,2013,sparse
290,11.253473,12.000851,U,10.084864,0.315152,35.7142857142857,2013,sparse
293,11.296802,12.085253,R,11.431816000000001,2.078512,218.36677254633918,2013,sparse
294,11.281639,12.001289,U,11.820440000000001,1.2168100000000002,167.06730769230782,2013,sparse
295,10.63407,11.523789,R,145.195572,14.946603,138.57704795204805,2013,complete
296,12.576797,10.736177,R,18.575205,0.0,0.0,2013,sparse
297,12.305159,11.027579,R,105.103168,8.211185,102.09882723112129,2013,complete
298,12.915838,10.533975,R,45.070423999999996,3.219316,117.672748447205,2013,sparse
299,12.896711,10.878495,R,39.144548,3.37453,132.87491151784803,2013,sparse
300,12.852533,10.29929,R,36.491454,5.662467,225.64495530012775,2013,sparse
301,12.882061,10.450164,U,40.538411999999994,2.252134,55.55555555555558,2013,sparse
302,0.0,0.0,R,74.64208,14.928416,240.54549054549068,2013,complete
303,13.131656,10.499435,R,90.835743,12.467651,164.514363885089,2013,complete
304,13.018633,11.13245,R,49.49251300000001,4.669105,121.12111928104585,2013,sparse
305,12.865944,10.440329,U,56.21638500000001,0.0,0.0,2013,complete
306,12.40765,10.022382,R,41.61075,5.5481,232.62778366914105,2013,sparse
307,12.437299,8.840592,R,110.68936900000001,9.380455,130.05637176520744,2013,complete
308,11.821891,9.194912,R,35.85191399999999,3.9835459999999996,154.04354171386402,2013,sparse
309,11.716197,9.349688,U,56.092575000000025,9.178785,185.2199363568182,2013,complete
310,12.451743,9.410819,R,52.177829999999986,7.95933,189.55154400269757,2013,complete
311,11.229242,10.010556,R,74.66955,2.986782,51.61290322580647,2013,complete
312,11.285948,9.745697,R,75.26112,7.0557300000000005,122.56659836065576,2013,complete
313,11.188404,9.910356,R,57.149105000000006,6.469709999999999,172.4594505130751,2013,complete
314,11.273161,9.881827,R,81.349515,11.263779,190.24017626888434,2013,complete
315,11.996166,9.606444,R,43.18461200000001,4.07402,106.39412997903564,2013,sparse
316,12.132437,9.510924,R,70.526813,8.421112,134.188551421935,2013,complete
317,12.154372,9.53779,R,46.976325,3.41646,72.72727272727275,2013,sparse
318,12.047519,10.115631,R,49.52265499999999,6.095096,125.3369272237197,2013,sparse
319,12.381583,9.68919,R,49.50973799999998,5.501082,156.84380032206124,2013,sparse
320,12.435943,9.691287,R,53.01402,9.719237,199.95405364744911,2013,complete
321,12.703233,9.462572,R,26.26866,5.253732,269.7975032959791,2013,sparse
322,12.650522,9.673162,R,37.44970000000001,5.242958,166.21848739495792,2013,sparse
323,12.275602,9.563036,R,43.9776,7.558650000000001,179.6875,2013,sparse
324,12.289479,9.124988,R,88.350048,14.725007999999999,288.7481481481482,2013,complete
325,12.129783,9.193145,R,95.43071999999998,22.366574999999997,263.01351351351366,2013,complete
326,12.151769,9.162168,U,71.02830599999997,1.315339,18.51851851851849,2013,complete
327,12.685392,9.131363,R,88.37883400000001,13.713957,169.32085733399362,2013,complete
328,12.621882,9.168567,R,92.60999999999999,20.58,278.52560263713224,2013,complete
329,12.220799,9.328689,R,152.69251499999993,22.12935,161.3443686653405,2013,complete
330,10.623654,6.444471,R,100.673832,2.396996,23.809523809523835,2013,complete
331,10.44405,7.498599,U,38.011115999999994,0.0,0.0,2013,sparse
332,10.44189,7.455392,U,42.48222,0.0,0.0,2013,sparse
333,10.418755,7.419452,U,82.810625,3.312425,40.000000000000036,2013,complete
334,10.445128,7.491027,U,58.506395999999995,0.0,0.0,2013,complete
335,10.484925,7.391393,U,50.020272,0.0,0.0,2013,complete
336,11.338493,7.55371,R,76.25065,0.0,0.0,2013,complete
337,10.815515,7.263128,R,90.88908400000003,4.131322,49.1400491400491,2013,complete
338,9.356379,8.014384,R,22.079748000000002,5.810459999999999,278.19548872180457,2013,sparse
339,9.483828,7.702943,R,61.840876,6.3973320000000005,107.30550800249993,2013,complete
340,9.722689,8.55015,R,101.00608,3.15644,31.25,2013,complete
341,10.432694,8.235796,R,64.049574,4.342344,71.04219257122236,2013,complete
342,11.007295,8.349324,R,65.486076,4.568796,69.76744186046513,2013,complete
343,10.906941,8.331786,R,101.37850599999999,5.7384059999999995,62.409288824383125,2013,complete
344,10.699553,8.26384,R,62.497512,0.0,0.0,2013,complete
345,10.673465,8.39896,R,38.95980799999998,6.283840000000001,189.1987209630398,2013,sparse
346,10.503556,8.499361,R,21.071267999999996,2.341252,151.86879652605444,2013,sparse
347,11.168586,7.643307,U,43.668035999999994,0.0,0.0,2013,sparse
348,11.125437,7.725949,U,53.994248,4.908568,115.83508403361343,2013,complete
349,11.101735,7.740863,U,30.89196,0.0,0.0,2013,sparse
350,9.233964,8.471399,U,49.341330000000006,3.289422,66.66666666666666,2013,sparse
351,10.734599,7.944545,U,56.92251599999999,2.710596,51.70068027210883,2013,complete
352,10.983385,8.059852,U,54.919039999999995,1.372976,45.45454545454541,2013,complete
353,9.794228,8.377102,R,71.54183999999997,3.76536,52.631578947368475,2013,complete
354,12.017735,9.080181,R,82.77499200000001,3.448958,65.34090909090907,2013,complete
355,11.696226,9.02011,R,42.205324,5.093746,123.37164750957864,2013,sparse
356,12.223344,8.314229,R,54.80074800000001,4.5667290000000005,94.11764705882364,2013,complete
