lga_uid,lga_name,state_name,state_lga,area_sq_km,lga_lat,lga_lon,u5mr_mean,u5mr_median,live_births_sum,u5_deaths_sum,facilities_count,facilities_per_10k,avg_distance_km,urban_prop,population,population_density,access_score,towers_count,tower_density_per_km2,avg_dist_to_tower_km,towers_per_10k,coverage_5km,pop_pct_30min,pop_pct_60min,pop_pct_120min,pop_pct_within_60min,pop_covered_60min,year,wealth_index_mean,water_source_mean,toilet_type_mean,urban_rural_dhs,travel_time_city_min,altitude_m,state_lga_norm,risk_score,lga_id,state_id,coverage_3g_pct,coverage_4g_pct,data_quality_flag,confidence_issues,overall_quality,risk_score_total,model_version,risk_score_facility_access,risk_score_connectivity,risk_score_access_60min,risk_score_mortality,confidence_reason_codes,confidence_pct,estimate_as_of
10,Iwajowa,Oyo,Oyo__Iwajowa,2592.188361549758,8.011341550674782,2.9966544160815265,49.803210782756615,46.51162790697674,0.0,0.0,31,1.9057455153504728,5.642965819427959,0.7647058823529411,162666.0,62.75238420665888,0.7674418604651163,0,0.0,41.97568237703483,0.0,35.5189406965176,,,,,,2013,,,,,,,,0.34088,oyo__iwajowa,oyo,,,ok,none,high,3.4088,v1.3,8.094254484649527,6.448105930348239,6.448105930348239,2.4901605391378308,none,100,2026-03-14
11,Ibarapa North,Oyo,Oyo__Ibarapa North,1291.4747077554568,7.6324375,3.1680025,153.57142857142856,153.57142857142856,49.864767,8.946276,30,1.9086519191495048,3.4384895682686825,0.5,157179.0,121.70505473790676,0.6983204134366925,0,0.0,28.284838369955374,0.0,55.309415662548446,,,,,,2013,,,,,,,,0.74903,oyo__ibarapa_north,oyo,,,ok,none,high,7.4903,v1.3,8.091348080850494,4.469058433745156,4.469058433745156,7.678571428571428,none,100,2026-03-14
12,Okrika,Rivers,Rivers__Okrika,615.9758596444597,4.485347,7.146321,117.75362318840584,117.75362318840584,83.43447799999998,10.569767,34,0.9705329082018594,5.340547727879908,0.0,350323.0,568.728456667451,0.927002583979328,19,0.0308453646397226,16.487786993868536,0.5423566251716273,42.22397161397581,,,,,,2013,,,,,,,,0.79948,rivers__okrika,rivers,,,ok,none,high,7.9948,v1.3,9.029467091798141,5.7776028386024185,5.7776028386024185,5.887681159420292,none,100,2026-03-14
13,Imeko Afon,Ogun,Ogun__Imeko Afon,1946.332298722324,7.456658,2.851144,38.46153846153847,38.46153846153847,25.496328,0.980628,40,3.0770887663181865,1.074984350368419,1.0,129993.0,66.78869794501912,0.3049095607235141,0,0.0,50.492255900444,0.0,46.21187088625358,,,,,,2013,,,,,,,,0.27038,ogun__imeko_afon,ogun,,,ok,none,high,2.7038,v1.3,6.9229112336818135,5.378812911374642,5.378812911374642,1.9230769230769234,none,100,2026-03-14
14,Ibeno,Akwa Ibom,Akwa Ibom__Ibeno,270.41234869433225,4.561267357097504,8.044812296691582,67.71956131197247,57.692307692307686,0.0,0.0,23,1.906767366091044,3.634579046442087,0.0263157894736842,120623.0,446.0706050682227,0.7131782945736433,27,0.099847511144989,4.620342646534796,2.2383790819329645,91.28926110281814,,,,,,2013,,,,,,,,0.16818,akwa_ibom__ibeno,akwa_ibom,,,ok,none,high,1.6818,v1.3,8.093232633908956,0.8710738897181862,0.8710738897181862,3.3859780655986236,none,100,2026-03-14
15,Nembe,Bayelsa,Bayelsa__Nembe,847.4680050476644,4.534514,6.392616,80.0,80.0,6.69665,0.535732,26,1.2755477496394123,4.944637251048191,1.0,203834.0,240.52117458822025,0.8798449612403101,0,0.0,31.14799282003096,0.0,53.14634063796628,,,,,,2013,,,,,,,,0.69211,bayelsa__nembe,bayelsa,,,ok,none,high,6.9211,v1.3,8.724452250360589,4.685365936203372,4.685365936203372,4.0,none,100,2026-03-14
16,Ilaje,Ondo,Ondo__Ilaje,1379.745661763266,6.095559,4.8849235,90.9900284900285,80.12820512820514,137.26330000000002,14.301664,73,1.6585857943262734,2.7396268685881937,0.0,440134.0,318.99647318877913,0.7099483204134367,13,0.0094220263634577,15.298725181144777,0.2953645935101583,86.78373079736049,,,,,,2013,,,,,,,,0.97413,ondo__ilaje,ondo,,,ok,none,high,9.7413,v1.3,8.341414205673727,1.3216269202639506,1.3216269202639506,4.5495014245014245,none,100,2026-03-14
17,Brass,Bayelsa,Bayelsa__Brass,1330.369529178026,4.316705,6.1448735,85.77461389961388,42.08494208494208,33.957876,1.28656,39,1.3594344752582923,3.120358871856195,0.25,286884.0,215.64234125029336,0.787467700258398,0,0.0,38.67915798653744,0.0,55.60551653098595,,,,,,2013,,,,,,,,0.73221,bayelsa__brass,bayelsa,,,ok,none,high,7.3221,v1.3,8.640565524741708,4.439448346901405,4.439448346901405,4.2887306949806945,none,100,2026-03-14
18,Warri North,Delta,Delta__Warri North,2231.450937394879,5.859137983909913,5.243753952671853,64.30669070883143,58.82352941176471,0.0,0.0,28,1.328626200508674,3.5570433709917704,0.4852941176470588,210744.0,94.44258731766443,0.8204134366925064,0,0.0,46.34905056232769,0.0,40.81676509818265,,,,,,2013,,,,,,,,0.35317,delta__warri_north,delta,,,ok,none,high,3.5317,v1.3,8.671373799491326,5.918323490181735,5.918323490181735,3.2153345354415714,none,100,2026-03-14
19,Ese Odo,Ondo,Ondo__Ese Odo,777.0455739218442,6.222951976847433,4.968636653081876,59.79729933763877,54.44444444444444,0.0,0.0,37,1.5451625970424754,4.799985091564283,0.619047619047619,239457.0,308.16339225951856,0.8236434108527131,0,0.0,23.424142099754874,0.0,83.13361119218254,,,,,,2013,,,,,,,,0.44179,ondo__ese_odo,ondo,,,ok,none,high,4.4179,v1.3,8.454837402957525,1.6866388807817465,1.6866388807817465,2.9898649668819384,none,100,2026-03-14
20,Jalingo,Taraba,Taraba__Jalingo,271.8811193974078,8.921687,11.329061,55.55555555555555,55.55555555555555,12.20355,0.677975,81,3.847304749283974,0.3360341810553315,1.0,210537.0,774.3715358632855,0.1136950904392764,161,0.5921705793945433,0.317276548510965,7.647111909070615,99.99999999999989,,,,,,2013,,,,,,,,0.08797,taraba__jalingo,taraba,,,ok,none,high,0.8797,v1.3,6.152695250716026,1.0658141036401503e-14,1.0658141036401503e-14,2.7777777777777777,none,100,2026-03-14
21,Burutu,Delta,Delta__Burutu,1821.2753552289407,5.356031,5.545514,74.05405405405405,74.05405405405405,44.004065,3.583937,33,1.0152659073708306,8.103462724413486,0.0,325038.0,178.46724772660284,0.9476744186046512,0,0.0,37.1514724126444,0.0,63.231560870589455,,,,,,2013,,,,,,,,0.82018,delta__burutu,delta,,,ok,none,high,8.2018,v1.3,8.98473409262917,3.676843912941054,3.676843912941054,3.7027027027027026,none,100,2026-03-14
22,Girei,Adamawa,Adamawa__Girei,1076.9493912532243,9.366998,12.551611,68.18181818181814,68.18181818181814,21.268456000000008,1.450122,44,2.298490309773808,4.774405028933669,0.0,191430.0,177.75208524630554,0.6931524547803618,109,0.1012118126304513,9.025452762690284,5.693987358303296,86.15323668574436,,,,,,2013,,,,,,,,0.38292,adamawa__girei,adamawa,,,ok,none,high,3.8292,v1.3,7.701509690226192,1.3846763314255632,1.3846763314255632,3.4090909090909074,none,100,2026-03-14
23,Yorro,Taraba,Taraba__Yorro,1213.7019289470263,8.879357,11.597107,52.56410256410258,52.56410256410258,32.67955699999999,1.857883,68,5.008691552989011,2.5188101398343785,0.0,135764.0,111.85942508782615,0.3481912144702842,41,0.0337809465587407,16.035119110738446,3.0199463775374915,87.41038220943469,,,,,,2013,,,,,,,,0.13583,taraba__yorro,taraba,,,ok,none,high,1.3583,v1.3,4.991308447010989,1.2589617790565306,1.2589617790565306,2.628205128205129,none,100,2026-03-14
24,Ardo-Kola,Taraba,Taraba__Ardo-Kola,2123.2854558223826,8.794115,11.413155,69.76744186046511,69.76744186046511,21.837163,1.523523,73,5.394341114485653,4.191780632060482,0.0,135327.0,63.73471811287177,0.4405684754521963,50,0.0235484116668779,12.26944910924578,3.694754188003872,81.68138435801035,,,,,,2013,,,,,,,,0.15589,taraba__ardo-kola,taraba,,,ok,none,high,1.5589,v1.3,4.605658885514347,1.8318615641989648,1.8318615641989648,3.488372093023256,none,100,2026-03-14
25,Yola North,Adamawa,Adamawa__Yola North,77.55434925381452,9.2508101085989,12.448496153448378,92.77470495754471,77.62845262845264,0.0,0.0,76,2.5278731273781965,0.6674065309378254,0.1666666666666666,300648.0,3876.610440196719,0.3152454780361757,276,3.5587946086263487,0.0218654461968496,9.180170831005029,100.0,,,,,,2013,,,,,,,,0.56792,adamawa__yola_north,adamawa,,,ok,none,high,5.6792,v1.3,7.4721268726218035,0.0,0.0,4.638735247877236,none,100,2026-03-14
26,Yola South,Adamawa,Adamawa__Yola South,940.2933035896904,9.207578,12.496256666666667,86.41119124990092,81.08108108108108,99.49214200000002,10.217198,79,2.6631338005616176,3.647847779501342,1.0,296643.0,315.47922214007826,0.6059431524547803,186,0.1978106185484052,3.226408808893623,6.270163125372923,95.3259113687119,,,,,,2013,,,,,,,,0.70246,adamawa__yola_south,adamawa,,,ok,none,high,7.0246,v1.3,7.336866199438383,0.46740886312881,0.46740886312881,4.320559562495046,none,100,2026-03-14
27,Mbo,Akwa Ibom,Akwa Ibom__Mbo,301.27323891788933,4.710534,8.273757,121.95121951219514,121.95121951219514,23.829897,2.906085,25,1.553258114220389,1.1638636321462454,0.0,160952.0,534.239285832708,0.5458656330749354,0,0.0,15.361388906169598,0.0,99.5972664767146,,,,,,2013,,,,,,,,0.78137,akwa_ibom__mbo,akwa_ibom,,,ok,none,high,7.8137,v1.3,8.44674188577961,0.04027335232854057,0.04027335232854057,6.097560975609757,none,100,2026-03-14
28,Lau,Taraba,Taraba__Lau,1577.3154708941315,9.141315,11.62035,166.66666666666669,166.66666666666669,18.09696,3.01616,64,4.4860337153471415,4.561717814218324,0.0,142665.0,90.44798116329108,0.4760981912144703,28,0.0177516803180328,12.017632327759278,1.9626397504643744,90.52121309907112,,,,,,2013,,,,,,,,0.68305,taraba__lau,taraba,,,ok,none,high,6.8305,v1.3,5.5139662846528585,0.9478786900928888,0.9478786900928888,8.333333333333334,none,100,2026-03-14
29,Ibarapa Central,Oyo,Oyo__Ibarapa Central,443.69821107293706,7.426606845170306,3.259202382935396,49.803210782756615,46.51162790697674,0.0,0.0,25,1.5457288420636095,1.662268375136967,0.7647058823529411,161736.0,364.5180349248988,0.6040051679586563,11,0.0247916257615737,3.5088562011620774,0.6801206905079883,75.00394145516091,,,,,,2013,,,,,,,,0.4295,oyo__ibarapa_central,oyo,,,ok,none,high,4.295,v1.3,8.45427115793639,2.4996058544839084,2.4996058544839084,2.4901605391378308,none,100,2026-03-14
30,Abeokuta North,Ogun,Ogun__Abeokuta North,805.2877525673346,7.159687,3.3363745,58.29228243021346,58.29228243021346,70.876583,4.494298000000001,139,4.420866489832007,2.735392917618016,1.0,314418.0,390.441800459035,0.3882428940568475,434,0.5389377879104288,11.175696304596892,13.803280982640942,91.57848891042096,,,,,,2013,,,,,,,,0.04528,ogun__abeokuta_north,ogun,,,ok,none,high,0.4528,v1.3,5.579133510167993,0.8421511089579035,0.8421511089579035,2.914614121510673,none,100,2026-03-14
31,Bonny,Rivers,Rivers__Bonny,244.4793715610897,4.398368,7.16063,0.0,0.0,49.89509999999999,0.0,21,0.6203034169856799,0.7793476241633371,1.0,338544.0,1384.7548684303035,0.603359173126615,0,0.0,20.313286993988108,0.0,91.64614324888176,,,,,,2013,,,,,,,,0.25614,rivers__bonny,rivers,,,ok,low_dhs_sample,medium,2.5614,v1.3,9.37969658301432,0.8353856751118247,0.8353856751118247,0.0,low_dhs_sample,80,2026-03-14
32,Warri South-West,Delta,Delta__Warri South-West,1299.162486269353,5.445797,5.470353,71.42857142857143,71.42857142857143,21.981456,1.570104,14,0.7734977568565051,9.53195645396048,0.0,180996.0,139.3174463648071,0.9709302325581396,0,0.0,28.44215210247957,0.0,22.99731513552064,,,,,,2013,,,,,,,,0.18564,delta__warri_south-west,delta,,,ok,none,high,1.8564,v1.3,9.226502243143495,7.700268486447936,7.700268486447936,3.5714285714285716,none,100,2026-03-14
33,Warri South,Delta,Delta__Warri South,553.1116563747636,5.522333,5.764908,0.0,0.0,18.264489999999995,0.0,107,2.190558080497892,2.5621186905529574,1.0,488460.0,883.1128296978819,0.5962532299741602,116,0.2097225734859646,8.679316694629557,2.374810629324817,54.01259115491437,,,,,,2013,,,,,,,,0.01423,delta__warri_south,delta,,,ok,low_dhs_sample,medium,0.1423,v1.3,7.809441919502108,4.5987408845085636,4.5987408845085636,0.0,low_dhs_sample,80,2026-03-14
34,Akuku Toru,Rivers,Rivers__Akuku Toru,1433.7019326542113,4.731881,6.77287,103.44827586206895,103.44827586206895,28.008693000000008,2.897451,13,0.5198294959253366,3.4537039442267075,1.0,250082.0,174.43095688447835,0.8843669250645995,0,0.0,35.3027178291129,0.0,37.59802099530118,,,,,,2013,,,,,,,,0.6727,rivers__akuku_toru,rivers,,,ok,none,high,6.727,v1.3,9.480170504074664,6.240197900469882,6.240197900469882,5.1724137931034475,none,100,2026-03-14
35,Isokan,Osun,Osun__Isokan,271.71585843677,7.287697704065049,4.186865885203328,42.12601941289681,0.0,0.0,0.0,41,2.6091881606496243,1.7164128825136855,0.7962962962962963,157137.0,578.313687335135,0.4386304909560723,52,0.1913763896563318,6.247159358527471,3.309214252531231,99.6830007241345,,,,,,2013,,,,,,,,0.09056,osun__isokan,osun,,,ok,none,high,0.9056,v1.3,7.390811839350375,0.03169992758654949,0.03169992758654949,2.1063009706448406,none,100,2026-03-14
36,Irewole,Osun,Osun__Irewole,292.3465346348512,7.370054,4.191196,0.0,0.0,21.588144,0.0,44,1.986366304004334,0.9540096243749292,1.0,221510.0,757.6966844388015,0.436046511627907,130,0.4446777525937619,0.6519800469612379,5.86880953455826,99.86363210143622,,,,,,2013,,,,,,,,0.05821,osun__irewole,osun,,,ok,low_dhs_sample,medium,0.5821,v1.3,8.013633695995665,0.013636789856377618,0.013636789856377618,0.0,low_dhs_sample,80,2026-03-14
37,Essien Udim,Akwa Ibom,Akwa Ibom__Essien Udim,302.4775848564916,5.131645,7.562385,62.5,62.5,15.990048,0.999378,33,1.0775615761133983,3.322524136259254,0.0,306247.0,1012.461799922453,0.8423772609819122,96,0.3173788895648136,5.459652690788918,3.1347245850571595,99.99999999999994,,,,,,2013,,,,,,,,0.17853,akwa_ibom__essien_udim,akwa_ibom,,,ok,none,high,1.7853,v1.3,8.922438423886602,5.329070518200751e-15,5.329070518200751e-15,3.125,none,100,2026-03-14
38,Onna,Akwa Ibom,Akwa Ibom__Onna,129.28639137426725,4.630903949302451,7.847301148347128,67.71956131197247,57.692307692307686,0.0,0.0,28,1.4335009164166574,0.4432328453935804,0.0263157894736842,195326.0,1510.800927489396,0.4528423772609819,29,0.2243082175296298,0.8753734284007525,1.4846973777172523,100.0,,,,,,2013,,,,,,,,0.40233,akwa_ibom__onna,akwa_ibom,,,ok,none,high,4.0233,v1.3,8.566499083583343,0.0,0.0,3.3859780655986236,none,100,2026-03-14
39,Udenu,Enugu,Enugu__Udenu,310.06316200528494,6.936139,7.556368,150.0,150.0,12.75374,1.913061,92,3.431222634134698,0.7284517295296385,1.0,268126.0,864.7463899482192,0.2093023255813954,163,0.5256993412110714,7.008969787453119,6.079231406129954,99.9999999999999,,,,,,2013,,,,,,,,0.54075,enugu__udenu,enugu,,,ok,none,high,5.4075,v1.3,6.5687773658653015,1.0658141036401503e-14,1.0658141036401503e-14,7.5,none,100,2026-03-14
40,Ogu Bolo,Rivers,Rivers__Ogu Bolo,186.5678737404889,4.53797,7.260129,0.0,0.0,6.938624,0.0,11,0.938198318066288,3.393593245256561,0.0,117246.0,628.4361699007522,0.8604651162790697,0,0.0,6.88365979307985,0.0,81.84857202448427,,,,,,2013,,,,,,,,0.28978,rivers__ogu_bolo,rivers,,,ok,low_dhs_sample,medium,2.8978,v1.3,9.061801681933712,1.815142797551573,1.815142797551573,0.0,low_dhs_sample,80,2026-03-14
41,Enugu South,Enugu,Enugu__Enugu South,92.52068570066952,6.384846,7.474166,83.33333333333333,83.33333333333333,24.753744,2.062812,94,3.1939220343244683,0.9840962525943454,1.0,294309.0,3181.007552756067,0.2739018087855297,473,5.112370238265292,0.2078988956156175,16.07154385356887,99.99999999999991,,,,,,2013,,,,,,,,0.52911,enugu__enugu_south,enugu,,,ok,none,high,5.2911,v1.3,6.806077965675532,8.881784197001252e-15,8.881784197001252e-15,4.166666666666666,none,100,2026-03-14
42,Ikot Ekpene,Akwa Ibom,Akwa Ibom__Ikot Ekpene,163.34141238419556,5.185092,7.71528,0.0,0.0,12.59955,0.0,49,2.169110974373503,0.7156647522381558,0.0,225899.0,1382.9866945723638,0.375968992248062,196,1.1999406466437803,0.9020194957042372,8.676443897494012,100.0,,,,,,2013,,,,,,,,0.15265,akwa_ibom__ikot_ekpene,akwa_ibom,,,ok,low_dhs_sample,medium,1.5265,v1.3,7.830889025626497,0.0,0.0,0.0,low_dhs_sample,80,2026-03-14
43,Nsit Ubium,Akwa Ibom,Akwa Ibom__Nsit Ubium,208.0272389134634,4.703456,8.010666,0.0,0.0,15.544576,0.0,29,1.4350610148355616,2.0936239087303603,0.0,202082.0,971.4208632267788,0.6686046511627907,62,0.2980378931327891,1.5564158500263698,3.0680614799932697,100.0,,,,,,2013,,,,,,,,0.17853,akwa_ibom__nsit_ubium,akwa_ibom,,,ok,low_dhs_sample,medium,1.7853,v1.3,8.564938985164439,0.0,0.0,0.0,low_dhs_sample,80,2026-03-14
44,Urue Offong/Oruko,Akwa Ibom,Akwa Ibom__Urue Offong/Oruko,117.6416345783192,4.782493,8.179391,111.11111111111111,111.11111111111111,25.73342999999999,2.8592699999999995,17,1.4963998380367234,1.015455437290768,0.0,113606.0,965.6955244392452,0.5329457364341086,21,0.1785082303155128,2.829373502086116,1.848493917574776,100.0,,,,,,2013,,,,,,,,0.79625,akwa_ibom__urue_offong/oruko,akwa_ibom,,,ok,none,high,7.9625,v1.3,8.503600161963277,0.0,0.0,5.555555555555555,none,100,2026-03-14
45,Abak,Akwa Ibom,Akwa Ibom__Abak,171.03788568365505,5.039228,7.743902,40.0,40.0,20.775125,0.831005,31,1.3919259315801054,2.1025152330625416,0.0,222713.0,1302.1267136798056,0.6782945736434108,119,0.6957522862513498,0.9042334021075352,5.3431995438075015,99.99999999999996,,,,,,2013,,,,,,,,0.17853,akwa_ibom__abak,akwa_ibom,,,ok,none,high,1.7853,v1.3,8.608074068419894,3.552713678800501e-15,3.552713678800501e-15,2.0,none,100,2026-03-14
46,Nkanu East,Enugu,Enugu__Nkanu East,827.3237834865266,6.36022,7.681869,157.89473684210526,157.89473684210526,7.455942,1.177254,86,3.751052257391972,1.2672338952402549,0.0,229269.0,277.1212487495638,0.2648578811369508,65,0.0785665797326356,9.950594252053564,2.835097636400909,100.0,,,,,,2013,,,,,,,,0.64424,enugu__nkanu_east,enugu,,,ok,none,high,6.4424,v1.3,6.248947742608028,0.0,0.0,7.894736842105263,none,100,2026-03-14
47,Igbo-Eze-South,Enugu,Enugu__Igbo-Eze-South,169.83735343003167,6.89424,7.444949,45.45454545454546,45.45454545454546,11.953677999999996,0.543349,73,3.2928419029919755,1.9418208604053773,1.0,221693.0,1305.3253334598824,0.374031007751938,21,0.1236477110357906,3.79581056677998,0.9472558899018012,100.0,,,,,,2013,,,,,,,,0.42691,enugu__igbo-eze-south,enugu,,,ok,none,high,4.2691,v1.3,6.7071580970080245,0.0,0.0,2.272727272727273,none,100,2026-03-14
48,Nsukka,Enugu,Enugu__Nsukka,595.8994252606558,6.815034499999999,7.4024425,26.31578947368421,26.31578947368421,38.681805,1.48627,104,2.2564253882570413,0.9572164385578456,0.5,460906.0,773.4627362635774,0.3959948320413436,165,0.2768923630490605,0.8603014693306531,3.5799056640616524,98.5991390290286,,,,,,2013,,,,,,,,0.06856,enugu__nsukka,enugu,,,ok,none,high,0.6856,v1.3,7.743574611742959,0.14008609709713937,0.14008609709713937,1.3157894736842104,none,100,2026-03-14
49,Tai,Rivers,Rivers__Tai,165.97036646395924,4.707788,7.293326,86.95652173913048,86.95652173913048,48.57921999999998,4.22428,24,1.2646221941195066,1.5551961332035429,0.0,189780.0,1143.4571366160783,0.6511627906976745,80,0.4820137576630111,3.2890485382464245,4.215407313731689,100.0,,,,,,2013,,,,,,,,0.58085,rivers__tai,rivers,,,ok,none,high,5.8085,v1.3,8.735377805880493,0.0,0.0,4.347826086956524,none,100,2026-03-14
50,Ife North,Osun,Osun__Ife North,443.4994402670548,7.487880666666666,4.441782333333333,0.0,0.0,39.898869000000005,0.0,43,1.738757718264639,2.422258708858036,0.3333333333333333,247303.0,557.6173892149347,0.6524547803617571,68,0.1533260108717466,10.874572067299894,2.749663368418499,99.99999999999996,,,,,,2013,,,,,,,,0.27296,osun__ife_north,osun,,,ok,low_dhs_sample,medium,2.7296,v1.3,8.261242281735361,3.552713678800501e-15,3.552713678800501e-15,0.0,low_dhs_sample,80,2026-03-14
51,Ayedade,Osun,Osun__Ayedade,1014.3166006759394,7.294910384260208,4.311712519640523,42.12601941289681,0.0,0.0,0.0,82,3.5025970475669763,2.308160293926941,0.7962962962962963,234112.0,230.8076194789556,0.3979328165374677,65,0.0640825556405998,4.550397254948543,2.776448879168945,91.91934754679464,,,,,,2013,,,,,,,,0.2031,osun__ayedade,osun,,,ok,none,high,2.031,v1.3,6.497402952433024,0.8080652453205364,0.8080652453205364,2.1063009706448406,none,100,2026-03-14
52,Ayedire,Osun,Osun__Ayedire,276.0715221454114,7.5633568803101054,4.236526943559108,42.12601941289681,0.0,0.0,0.0,35,2.97495091330993,2.4957886935626723,0.7962962962962963,117649.0,426.1540599541895,0.481266149870801,17,0.0615782456223276,6.381799123447783,1.4449761578933946,99.60223532845664,,,,,,2013,,,,,,,,0.34282,osun__ayedire,osun,,,ok,none,high,3.4282,v1.3,7.0250490866900694,0.03977646715433636,0.03977646715433636,2.1063009706448406,none,100,2026-03-14
