lga_uid,lga_name,state_name,state_lga,area_sq_km,lga_lat,lga_lon,u5mr_mean,u5mr_median,live_births_sum,u5_deaths_sum,facilities_count,facilities_per_10k,avg_distance_km,urban_prop,population,population_density,access_score,towers_count,tower_density_per_km2,avg_dist_to_tower_km,towers_per_10k,coverage_5km,pop_pct_30min,pop_pct_60min,pop_pct_120min,pop_pct_within_60min,pop_covered_60min,year,wealth_index_mean,water_source_mean,toilet_type_mean,urban_rural_dhs,travel_time_city_min,altitude_m,state_lga_norm,risk_score,lga_id,state_id,coverage_3g_pct,coverage_4g_pct,data_quality_flag,confidence_issues,overall_quality,risk_score_total,model_version,risk_score_facility_access,risk_score_connectivity,risk_score_access_60min,risk_score_mortality,confidence_reason_codes,confidence_pct,estimate_as_of
595,Obi,Benue,Benue__Obi,524.6654036505232,6.955776,8.307408,52.631578947368425,52.631578947368425,49.79335699999999,2.620703,60,4.03863628714704,1.7866141760471714,0.0,148565.0,283.16141862282643,0.3042635658914728,12,0.0228717196074036,0.9919007402840776,0.807727257429408,99.93708119771009,,,,,,2013,,,,,,,,0.4075,benue__obi,benue,,,ok,none,high,4.075,v1.3,5.96136371285296,0.006291880228991076,0.006291880228991076,2.6315789473684212,none,100,2026-03-14
596,Buruku,Benue,Benue__Buruku,1399.9811234019194,7.162757,9.1806455,67.816091954023,67.816091954023,133.434165,9.04447,136,4.354382718223412,1.7945770689584266,0.0,312329.0,223.0951509124982,0.2887596899224806,82,0.0585722183173027,5.427715797617448,2.625436638928822,99.77425173437616,,,,,,2013,,,,,,,,0.24191,benue__buruku,benue,,,ok,none,high,2.4191,v1.3,5.645617281776588,0.02257482656238352,0.02257482656238352,3.3908045977011496,none,100,2026-03-14
597,Obudu,Cross River,Cross River__Obudu,452.0831801533625,6.5674821883774985,9.071790784403198,50.31702914137747,58.333333333333314,0.0,0.0,100,4.163838726198457,0.5995656888287902,0.2307692307692307,240163.0,531.2363090317324,0.1382428940568475,48,0.1061751511828348,5.419862566350305,1.9986425885752592,99.08326572596802,,,,,,2013,,,,,,,,0.23803,cross_river__obudu,cross_river,,,ok,none,high,2.3803,v1.3,5.836161273801543,0.0916734274031974,0.0916734274031974,2.5158514570688735,none,100,2026-03-14
598,Orlu,Imo,Imo__Orlu,132.0375902410752,5.821662,7.029831,0.0,0.0,27.350474999999992,0.0,124,5.453354032623372,0.4803958813411505,0.0,227383.0,1722.1080722909471,0.0768733850129199,68,0.5150048548738666,0.3579025953579816,2.9905489856321714,100.0,,,,,,2013,,,,,,,,0.09897,imo__orlu,imo,,,ok,low_dhs_sample,medium,0.9897,v1.3,4.546645967376628,0.0,0.0,0.0,low_dhs_sample,80,2026-03-14
599,Iwo,Osun,Osun__Iwo,217.40152573655925,7.630006,4.187176,0.0,0.0,17.193519,0.0,85,2.8709620762797736,2.0085300960865498,1.0,296068.0,1361.8487680659907,0.436046511627907,131,0.6025716680514098,3.6328206116861934,4.424659199913534,100.0,,,,,,2013,,,,,,,,0.19858,osun__iwo,osun,,,ok,low_dhs_sample,medium,1.9858,v1.3,7.129037923720226,0.0,0.0,0.0,low_dhs_sample,80,2026-03-14
600,Awka North,Anambra,Anambra__Awka North,379.6549099426799,6.339604933693732,7.060596175745902,80.57030232631341,62.5,0.0,0.0,62,3.7138202031819048,4.455092304839824,0.8571428571428571,166944.0,439.72564459973694,0.5193798449612403,111,0.2923707743349314,10.036657984705004,6.648936170212766,98.14060642248307,,,,,,2013,,,,,,,,0.50323,anambra__awka_north,anambra,,,ok,none,high,5.0323,v1.3,6.286179796818095,0.18593935775169257,0.18593935775169257,4.0285151163156705,none,100,2026-03-14
601,Tarka,Benue,Benue__Tarka,499.9402007238543,7.602271724617418,8.867925066991692,81.78043667718754,83.33333333333333,0.0,0.0,65,5.421681722259757,2.5145340978579185,0.1666666666666666,119889.0,239.80668053182143,0.3397932816537468,86,0.1720205734115443,1.1428611391502157,7.173301970989833,100.0,,,,,,2013,,,,,,,,0.6326,benue__tarka,benue,,,ok,none,high,6.326,v1.3,4.578318277740243,0.0,0.0,4.089021833859377,none,100,2026-03-14
602,Umuahia North,Abia,Abia__Umuahia North,261.01046509958195,5.533006,7.491078,0.0,0.0,22.397884,0.0,131,3.901886904850552,0.3389149084908059,1.0,335735.0,1286.2894208931768,0.1085271317829457,396,1.5171805461858252,0.1169465479760552,11.795016903212352,100.0,,,,,,2013,,,,,,,,0.08797,abia__umuahia_north,abia,,,ok,low_dhs_sample,medium,0.8797,v1.3,6.098113095149448,0.0,0.0,0.0,low_dhs_sample,80,2026-03-14
603,Odo Otin,Osun,Osun__Odo Otin,255.28961985090183,8.017976342106081,4.679544179007749,42.12601941289681,0.0,0.0,0.0,52,2.500072117464927,0.3949289377088877,0.7962962962962963,207994.0,814.7373955959348,0.270671834625323,24,0.0940108728824025,0.5261743157350889,1.1538794388299662,99.60371158441625,,,,,,2013,,,,,,,,0.28331,osun__odo_otin,osun,,,ok,none,high,2.8331,v1.3,7.499927882535073,0.03962884155837543,0.03962884155837543,2.1063009706448406,none,100,2026-03-14
604,Ihiala,Anambra,Anambra__Ihiala,301.64697877626463,5.8301870000000005,6.854422,174.28571428571428,174.28571428571428,36.502615000000006,6.680070000000001,136,3.055321538893569,0.3169702380023714,1.0,445125.0,1475.6487925249694,0.1847545219638242,262,0.8685649730784432,0.0634561342754713,5.885987082280258,99.40817727544204,,,,,,2013,,,,,,,,0.52005,anambra__ihiala,anambra,,,ok,none,high,5.2005,v1.3,6.944678461106431,0.059182272455796436,0.059182272455796436,8.714285714285714,none,100,2026-03-14
605,Ilesha West,Osun,Osun__Ilesha West,102.6975628663734,7.644762510002079,4.719202923342095,42.12601941289681,0.0,0.0,0.0,87,5.108331865421878,0.6345280226370109,0.7962962962962963,170310.0,1658.3645730873052,0.1085271317829457,133,1.29506481252194,1.0570623411732851,7.809288943690917,100.0,,,,,,2013,,,,,,,,0.10349,osun__ilesha_west,osun,,,ok,none,high,1.0349,v1.3,4.891668134578122,0.0,0.0,2.1063009706448406,none,100,2026-03-14
606,Kaltungo,Gombe,Gombe__Kaltungo,1035.848512749689,9.981602,11.48633,114.75409836065576,114.75409836065576,56.060952,6.433224,83,3.2888480314461424,2.9354836324807168,0.0,252368.0,243.6340805568973,0.4767441860465116,77,0.0743351938553267,6.0820034855897,3.051099980980156,95.79172239281316,,,,,,2013,,,,,,,,0.7044,gombe__kaltungo,gombe,,,ok,none,high,7.044,v1.3,6.711151968553858,0.42082776071868366,0.42082776071868366,5.737704918032788,none,100,2026-03-14
607,Irepodun,Osun,Osun__Irepodun,77.47535587066933,7.851938,4.489835,81.08108108108111,81.08108108108111,15.900268999999996,1.289211,33,1.7575909287003946,1.2415906006047328,1.0,187757.0,2423.441594943111,0.5129198966408268,30,0.3872199057733844,6.940718185315536,1.5978099351821768,100.0,,,,,,2013,,,,,,,,0.79625,osun__irepodun,osun,,,ok,none,high,7.9625,v1.3,8.242409071299605,0.0,0.0,4.054054054054055,none,100,2026-03-14
608,Ebonyi,Ebonyi,Ebonyi__Ebonyi,405.30714075290217,6.334288,8.079278,0.0,0.0,30.074886,0.0,116,6.067675504898602,0.5142851252197432,0.0,191177.0,471.684263062496,0.0749354005167958,114,0.2812681755081654,19.359307778177293,5.963060409986557,100.0,,,,,,2013,,,,,,,,0.18241,ebonyi__ebonyi,ebonyi,,,ok,low_dhs_sample,medium,1.8241,v1.3,3.9323244951013976,0.0,0.0,0.0,low_dhs_sample,80,2026-03-14
609,Lafia,Nasarawa,Nasarawa__Lafia,2813.7228435125858,8.620447833333333,8.648227333333333,86.36382330710062,82.69557823129252,151.334705,13.114222,189,3.8219806352981145,3.136276699381546,0.1666666666666666,494508.0,175.7486531198886,0.4515503875968992,407,0.144648219684605,17.66318232429619,8.230402743737208,90.29874852647131,,,,,,2013,,,,,,,,0.60414,nasarawa__lafia,nasarawa,,,ok,none,high,6.0414,v1.3,6.1780193647018855,0.9701251473528689,0.9701251473528689,4.318191165355031,none,100,2026-03-14
610,Ijebu North,Ogun,Ogun__Ijebu North,1097.3710380621685,7.013943207972837,4.007667668482651,61.235786550864304,47.61904761904762,0.0,0.0,86,1.965395330129282,2.521710663496839,0.4555555555555555,437571.0,398.7448044671384,0.6298449612403101,252,0.2296397401238173,9.443227176809849,5.759065385960221,79.37239052322347,,,,,,2013,,,,,,,,0.0414,ogun__ijebu_north,ogun,,,ok,none,high,0.414,v1.3,8.034604669870719,2.0627609476776527,2.0627609476776527,3.0617893275432153,none,100,2026-03-14
611,Ndokwa West,Delta,Delta__Ndokwa West,822.347202903881,5.801694478572413,6.342371913376494,64.30669070883143,58.82352941176471,0.0,0.0,40,1.725551097881886,5.056154119370913,0.4852941176470588,231810.0,281.88823307409587,0.7952196382428941,101,0.1228191688904002,6.681114137227137,4.357016522151762,94.3420004069264,,,,,,2013,,,,,,,,0.3467,delta__ndokwa_west,delta,,,ok,none,high,3.467,v1.3,8.274448902118113,0.565799959307359,0.565799959307359,3.2153345354415714,none,100,2026-03-14
612,Ikeduru,Imo,Imo__Ikeduru,179.3634395171293,5.567917,7.13593,86.89024390243902,86.89024390243902,48.573866,3.240052,80,3.4073436774608474,1.003347665156501,1.0,234787.0,1309.0014365919749,0.25,41,0.2285861606488901,4.357706140910626,1.7462636346986844,100.0,,,,,,2013,,,,,,,,0.71022,imo__ikeduru,imo,,,ok,none,high,7.1022,v1.3,6.592656322539153,0.0,0.0,4.344512195121951,none,100,2026-03-14
613,Okehi,Kogi,Kogi__Okehi,784.2954967703969,7.593156333333333,6.228905999999999,31.746031746031733,0.0,26.135287000000005,1.001232,43,1.2719033590080338,7.9536066269735555,0.6666666666666666,338076.0,431.05691846012473,0.915374677002584,83,0.1058274596013628,8.846246090229087,2.455069274364344,59.84631823453107,,,,,,2013,,,,,,,,0.02846,kogi__okehi,kogi,,,ok,none,high,0.2846,v1.3,8.728096640991966,4.015368176546893,4.015368176546893,1.5873015873015865,none,100,2026-03-14
614,Yamaltu/Deba,Gombe,Gombe__Yamaltu/Deba,1924.738236064152,10.299927,11.347469,128.30687830687833,128.30687830687833,32.60422799999999,4.528176,96,2.249724057283599,0.8016755473006282,0.0,426719.0,221.7023551589991,0.375968992248062,44,0.0228602514230581,24.014222698620145,1.0311235262549827,96.15461674250771,,,,,,2013,,,,,,,,0.99159,gombe__yamaltu/deba,gombe,,,ok,none,high,9.9159,v1.3,7.750275942716401,0.3845383257492294,0.3845383257492294,6.415343915343916,none,100,2026-03-14
615,Emure,Ekiti,Ekiti__Emure,262.2497005865082,7.414689204554716,5.512055476356254,69.89833403143292,60.66176470588236,0.0,0.0,26,1.8239342261257527,2.767196134188633,0.7430555555555555,142549.0,543.5621077209864,0.6750645994832041,12,0.0457579168752628,3.404953712020015,0.8418157966734247,99.99999999999996,,,,,,2013,,,,,,,,0.4903,ekiti__emure,ekiti,,,ok,none,high,4.903,v1.3,8.176065773874248,3.552713678800501e-15,3.552713678800501e-15,3.494916701571646,none,100,2026-03-14
616,Ikere,Ekiti,Ekiti__Ikere,301.17247386039145,7.49193,5.243404,0.0,0.0,10.166472,0.0,47,2.086292613636364,0.4280684062624814,1.0,225280.0,748.0099263800203,0.3333333333333333,100,0.3320356562411312,0.5011522297682602,4.438920454545455,94.95121457589346,,,,,,2013,,,,,,,,0.02329,ekiti__ikere,ekiti,,,ok,low_dhs_sample,medium,0.2329,v1.3,7.913707386363636,0.5048785424106548,0.5048785424106548,0.0,low_dhs_sample,80,2026-03-14
617,Oguta,Imo,Imo__Oguta,481.2813758269777,5.612769,6.945487,172.41379310344828,172.41379310344828,23.734586,4.09217,62,2.813858707985005,3.910227647643224,0.0,220338.0,457.81534683613495,0.5968992248062015,43,0.0893448243786991,5.621781929129666,1.951547168441213,84.89237589367504,,,,,,2013,,,,,,,,0.66624,imo__oguta,imo,,,ok,none,high,6.6624,v1.3,7.1861412920149945,1.5107624106324966,1.5107624106324966,8.620689655172415,none,100,2026-03-14
618,Konshisha,Benue,Benue__Konshisha,1869.1018439671284,7.245967,8.672722,115.3846153846154,115.3846153846154,52.62711999999999,6.07236,132,3.863196033785405,4.421964857978677,0.0,341686.0,182.80758809524195,0.5025839793281653,22,0.0117703591545902,27.97784439332497,0.6438660056309009,95.15256406722077,,,,,,2013,,,,,,,,0.80724,benue__konshisha,benue,,,ok,none,high,8.0724,v1.3,6.136803966214595,0.4847435932779227,0.4847435932779227,5.76923076923077,none,100,2026-03-14
619,Ejigbo,Osun,Osun__Ejigbo,376.17956301181056,7.8771065,4.322808,76.70454545454547,76.70454545454547,32.003613,2.6150130000000003,83,4.011561028892905,1.5105449171967278,1.0,206902.0,550.0086138212248,0.2739018087855297,58,0.1541816879567671,3.26375824135191,2.8032595141661267,100.0,,,,,,2013,,,,,,,,0.61061,osun__ejigbo,osun,,,ok,none,high,6.1061,v1.3,5.988438971107095,0.0,0.0,3.8352272727272734,none,100,2026-03-14
620,Gwer West,Benue,Benue__Gwer West,1266.3174082429828,7.632110286411426,8.212302784696039,81.78043667718754,83.33333333333333,0.0,0.0,43,2.334444456508757,1.871692876583096,0.1666666666666666,184198.0,145.45958130321765,0.4980620155038759,0,0.0,26.82106553137807,0.0,90.04819477561612,,,,,,2013,,,,,,,,0.85899,benue__gwer_west,benue,,,ok,none,high,8.5899,v1.3,7.665555543491243,0.9951805224383872,0.9951805224383872,4.089021833859377,none,100,2026-03-14
621,Etung,Cross River,Cross River__Etung,986.0504163122542,5.984735000000001,8.8617015,68.96551724137929,68.96551724137929,26.02727100000001,2.827548,52,4.406368897814611,4.897795528295832,0.0,118011.0,119.68049305364246,0.4883720930232558,0,0.0,9.83624948654686,0.0,66.27422196387128,,,,,,2013,,,,,,,,0.22057,cross_river__etung,cross_river,,,ok,none,high,2.2057,v1.3,5.593631102185389,3.372577803612872,3.372577803612872,3.4482758620689644,none,100,2026-03-14
622,Ekwusigo,Anambra,Anambra__Ekwusigo,122.02880261216616,6.028659,6.831817,0.0,0.0,10.136329,0.0,68,2.886713476706769,0.3788138775158561,1.0,235562.0,1930.3803279023127,0.2151162790697674,162,1.3275554338992486,0.3120836893941403,6.877170341566127,100.0,,,,,,2013,,,,,,,,0.163,anambra__ekwusigo,anambra,,,ok,low_dhs_sample,medium,1.63,v1.3,7.113286523293231,0.0,0.0,0.0,low_dhs_sample,80,2026-03-14
623,Ijero,Ekiti,Ekiti__Ijero,371.1058989269584,7.832773,5.022428,125.0,125.0,8.608368,1.076046,48,1.4286394590218583,0.541079217505865,0.0,335984.0,905.3588233749118,0.4735142118863049,1,0.0026946486242645,9.7274337339019,0.0297633220629553,99.68214255196251,,,,,,2013,,,,,,,,0.66365,ekiti__ijero,ekiti,,,ok,none,high,6.6365,v1.3,8.57136054097814,0.03178574480374863,0.03178574480374863,6.25,none,100,2026-03-14
624,Ugwunagbo,Abia,Abia__Ugwunagbo,127.9094002844556,5.015169355526782,7.34942009102263,66.0612397313855,76.92307692307692,0.0,0.0,53,4.121819199900454,0.5993929932456459,0.2777777777777777,128584.0,1005.2740432997432,0.1408268733850129,65,0.5081721894985636,3.8754809595394377,5.055061282896784,100.0,,,,,,2013,,,,,,,,0.09897,abia__ugwunagbo,abia,,,ok,none,high,0.9897,v1.3,5.878180800099546,0.0,0.0,3.3030619865692747,none,100,2026-03-14
625,Olorunda,Osun,Osun__Olorunda,151.6032483762448,7.817645,4.58984,115.3846153846154,115.3846153846154,27.520454,3.175437,48,2.290874207142755,1.24518188318782,1.0,209527.0,1382.0746075308466,0.4276485788113695,161,1.061982521643828,0.4487683097990304,7.683973903124657,100.0,,,,,,2013,,,,,,,,0.59767,osun__olorunda,osun,,,ok,none,high,5.9767,v1.3,7.709125792857245,0.0,0.0,5.76923076923077,none,100,2026-03-14
626,Nasarawa Egon,Nasarawa,Nasarawa__Nasarawa Egon,1228.997500332794,8.717259,8.531831,153.84615384615384,153.84615384615384,6.241547000000001,0.960238,95,4.292873378310596,5.071901538458855,1.0,221297.0,180.06301879383489,0.4954780361757105,129,0.1049635983515578,14.444058769142416,5.829270166337547,96.7934047981921,,,,,,2013,,,,,,,,0.62225,nasarawa__nasarawa_egon,nasarawa,,,ok,none,high,6.2225,v1.3,5.707126621689404,0.32065952018079,0.32065952018079,7.692307692307692,none,100,2026-03-14
627,Ede North,Osun,Osun__Ede North,99.68652158919106,7.737596,4.438466,0.0,0.0,5.963949,0.0,58,4.407395305364104,0.9666422976898796,1.0,131597.0,1320.108254376778,0.1802325581395349,108,1.083396213232004,0.1880046487654778,8.206874016884884,99.99999999999994,,,,,,2013,,,,,,,,0.08797,osun__ede_north,osun,,,ok,low_dhs_sample,medium,0.8797,v1.3,5.592604694635896,5.329070518200751e-15,5.329070518200751e-15,0.0,low_dhs_sample,80,2026-03-14
628,Afikpo South,Ebonyi,Ebonyi__Afikpo South,391.64626900499553,5.841672384101727,7.812999433609993,111.59896171507508,129.03225806451618,0.0,0.0,53,2.2657609322964984,2.3092731257664245,0.7575757575757577,233917.0,597.2659987143049,0.5574935400516796,9,0.0229799201786477,9.00092107855579,0.3847518564277072,95.563510134739,,,,,,2013,,,,,,,,0.8163,ebonyi__afikpo_south,ebonyi,,,ok,none,high,8.163,v1.3,7.734239067703502,0.4436489865260995,0.4436489865260995,5.579948085753754,none,100,2026-03-14
629,Oru West,Imo,Imo__Oru West,120.69996630040266,5.758548333333334,6.922557333333334,68.49785754709355,64.51612903225806,91.941328,5.630401,76,4.150578623427832,0.5412701206058598,0.6666666666666666,183107.0,1517.0426770814197,0.12984496124031,93,0.7705056003788606,1.0191376587804883,5.078997526036689,100.0,,,,,,2013,,,,,,,,0.09897,imo__oru_west,imo,,,ok,none,high,0.9897,v1.3,5.849421376572168,0.0,0.0,3.424892877354677,none,100,2026-03-14
630,Anambra East,Anambra,Anambra__Anambra East,623.4346059169568,6.33458,6.841394,370.3703703703704,370.3703703703704,19.772559,7.323169999999999,47,2.040993573041515,4.546066827949686,0.0,230280.0,369.3731432526124,0.7215762273901809,94,0.1507776422865449,6.503002992290591,4.08198714608303,73.48558347773135,,,,,,2013,,,,,,,,0.511,anambra__anambra_east,anambra,,,ok,none,high,5.11,v1.3,7.959006426958485,2.6514416522268647,2.6514416522268647,10.0,none,100,2026-03-14
631,Vandeikya,Benue,Benue__Vandeikya,686.054094185308,6.714298,9.075205,83.33333333333333,83.33333333333333,22.505472,1.875456,86,2.423525101802144,1.3690367146669011,0.0,354855.0,517.2405543638533,0.4276485788113695,46,0.0670501063835573,1.6261589158026135,1.2963041242197515,99.99999999999996,,,,,,2013,,,,,,,,0.87063,benue__vandeikya,benue,,,ok,none,high,8.7063,v1.3,7.576474898197856,3.552713678800501e-15,3.552713678800501e-15,4.166666666666666,none,100,2026-03-14
632,Atakunmosa West,Osun,Osun__Atakunmosa West,406.0774059742446,7.590938431128838,4.640549170543224,42.12601941289681,0.0,0.0,0.0,47,4.341640955530512,0.8274407572357988,0.7962962962962963,108254.0,266.58464225627466,0.1640826873385013,65,0.160068004384668,0.1478578246539404,6.004397066159218,99.99999999999991,,,,,,2013,,,,,,,,0.23027,osun__atakunmosa_west,osun,,,ok,none,high,2.3027,v1.3,5.658359044469488,8.881784197001252e-15,8.881784197001252e-15,2.1063009706448406,none,100,2026-03-14
633,Ogbaru,Anambra,Anambra__Ogbaru,491.49874725747446,6.077097333333334,6.773342333333333,71.19773446610027,66.66666666666666,150.71743300000003,11.537607,121,3.6622719403382606,3.4216666943257223,0.6666666666666666,330396.0,672.2214488716085,0.479328165374677,238,0.4842331772522755,14.092203477757185,7.203477039673603,97.46186350273412,,,,,,2013,,,,,,,,0.03752,anambra__ogbaru,anambra,,,ok,none,high,0.3752,v1.3,6.337728059661739,0.25381364972658815,0.25381364972658815,3.5598867233050138,none,100,2026-03-14
634,Ikwuano,Abia,Abia__Ikwuano,263.6627202767233,5.401503541835353,7.579647724584096,66.0612397313855,76.92307692307692,0.0,0.0,56,2.7307349090323934,1.031104087172216,0.2777777777777777,205073.0,777.7853455534731,0.3378552971576227,35,0.1327453496772932,2.7215633769299883,1.7067093181452455,100.0,,,,,,2013,,,,,,,,0.37775,abia__ikwuano,abia,,,ok,none,high,3.7775,v1.3,7.269265090967607,0.0,0.0,3.3030619865692747,none,100,2026-03-14
635,Keffi,Nasarawa,Nasarawa__Keffi,217.44383071872213,8.854504,7.882599,100.0,100.0,8.938099999999999,0.89381,51,3.6624512570825343,2.24981659374242,1.0,139251.0,640.3998657479978,0.3817829457364341,218,1.002557760684401,2.3776961542051445,15.655183804784166,99.99999999999996,,,,,,2013,,,,,,,,0.56145,nasarawa__keffi,nasarawa,,,ok,none,high,5.6145,v1.3,6.337548742917466,3.552713678800501e-15,3.552713678800501e-15,5.0,none,100,2026-03-14
636,Adavi,Kogi,Kogi__Adavi,622.4789966608209,7.581107,6.188577,0.0,0.0,12.49307,0.0,63,1.776168888287435,3.211876649755604,0.0,354696.0,569.8119967142735,0.7138242894056848,207,0.3325413405278171,2.947092508955873,5.835983490087286,73.29766636726217,,,,,,2013,,,,,,,,0.00517,kogi__adavi,kogi,,,ok,low_dhs_sample,medium,0.0517,v1.3,8.223831111712565,2.670233363273783,2.670233363273783,0.0,low_dhs_sample,80,2026-03-14
637,Oru East,Imo,Imo__Oru East,112.62344927753836,5.812998,6.951023,0.0,0.0,11.219079999999998,0.0,53,2.963244585089848,1.1320864656639955,0.0,178858.0,1588.1062171985125,0.3288113695090439,42,0.3729241136674766,4.60724357548114,2.3482315579957285,99.99999999999991,,,,,,2013,,,,,,,,0.21475,imo__oru_east,imo,,,ok,low_dhs_sample,medium,2.1475,v1.3,7.036755414910152,8.881784197001252e-15,8.881784197001252e-15,0.0,low_dhs_sample,80,2026-03-14
638,Remo North,Ogun,Ogun__Remo North,207.5018455509512,7.008864516632949,3.732581996717516,61.235786550864304,47.61904761904762,0.0,0.0,29,3.087109720137536,0.6327907959653376,0.4555555555555555,93939.0,452.7140457501796,0.2364341085271318,131,0.6313196861077245,2.428520361488406,13.945219770276456,99.85715311724786,,,,,,2013,,,,,,,,0.08409,ogun__remo_north,ogun,,,ok,none,high,0.8409,v1.3,6.912890279862464,0.014284688275214563,0.014284688275214563,3.0617893275432153,none,100,2026-03-14
639,Karu,Nasarawa,Nasarawa__Karu,2494.201268698841,9.076614,7.82325,75.14880952380952,75.14880952380952,67.895678,6.919631000000001,135,4.136891264111395,4.407948713176856,0.0,326332.0,130.83627375838788,0.4857881136950904,729,0.2922779364875794,12.991586169910205,22.33921282620153,89.10106550067181,,,,,,2013,,,,,,,,0.52264,nasarawa__karu,nasarawa,,,ok,none,high,5.2264,v1.3,5.863108735888605,1.08989344993282,1.08989344993282,3.757440476190476,none,100,2026-03-14
640,Ikenne,Ogun,Ogun__Ikenne,182.97357456899425,6.886622,3.702180333333333,169.84126984126985,166.66666666666666,29.647428,5.0801680000000005,37,1.978186484174508,0.7333060160426156,0.6666666666666666,187040.0,1022.2241131845648,0.4089147286821705,429,2.3446008584055726,0.7357633818504032,22.93627031650984,99.99993682149584,,,,,,2013,,,,,,,,0.51488,ogun__ikenne,ogun,,,ok,none,high,5.1488,v1.3,8.021813515825492,6.317850417048021e-06,6.317850417048021e-06,8.492063492063492,none,100,2026-03-14
641,Ila,Osun,Osun__Ila,291.3881298534627,7.99037632253084,4.896732098127599,42.12601941289681,0.0,0.0,0.0,59,5.964596580971926,1.7473771263583826,0.7962962962962963,98917.0,339.4681864691768,0.2441860465116279,24,0.0823643708893339,2.141583944112276,2.426276575310614,100.0,,,,,,2013,,,,,,,,0.26908,osun__ila,osun,,,ok,none,high,2.6908,v1.3,4.035403419028074,0.0,0.0,2.1063009706448406,none,100,2026-03-14
642,Doma,Nasarawa,Nasarawa__Doma,3167.142402723204,8.394625,8.356697,0.0,0.0,32.085306,0.0,81,3.8961975997498737,1.123324986485323,1.0,207895.0,65.64119119533295,0.2344961240310077,0,0.0,35.255734152404514,0.0,62.89207555810249,,,,,,2013,,,,,,,,0.15136,nasarawa__doma,nasarawa,,,ok,low_dhs_sample,medium,1.5136,v1.3,6.103802400250126,3.7107924441897513,3.7107924441897513,0.0,low_dhs_sample,80,2026-03-14
643,Nafada,Gombe,Gombe__Nafada,1274.0777728988803,11.088928500000002,11.251847,74.13036136440391,74.13036136440391,33.767539000000006,2.670273,42,1.907166404809692,2.165441844432312,0.5,220222.0,172.84816098701245,0.5904392764857882,0,0.0,32.01553985855552,0.0,81.71540950197176,,,,,,2013,,,,,,,,0.85317,gombe__nafada,gombe,,,ok,none,high,8.5317,v1.3,8.092833595190308,1.8284590498028237,1.8284590498028237,3.7065180682201957,none,100,2026-03-14
644,Gwer East,Benue,Benue__Gwer East,2324.373368278344,7.296585,8.20877,58.8235294117647,58.8235294117647,48.92991,2.87823,117,4.578091679220551,4.712214618969634,0.0,255565.0,109.95006374096268,0.4786821705426357,187,0.0804517908147047,9.308936424241136,7.317120889010623,96.77258833623664,,,,,,2013,,,,,,,,0.25873,benue__gwer_east,benue,,,ok,none,high,2.5873,v1.3,5.421908320779449,0.32274116637633554,0.32274116637633554,2.941176470588235,none,100,2026-03-14
645,Efon,Ekiti,Ekiti__Efon,244.16735032527907,7.661944,4.928211,117.6470588235294,117.6470588235294,4.799406,0.564636,41,3.1260722046433607,1.2721291952497982,1.0,131155.0,537.1520796096435,0.3242894056847545,42,0.1720131702459305,2.087775380232175,3.202317868171248,100.0,,,,,,2013,,,,,,,,0.65071,ekiti__efon,ekiti,,,ok,none,high,6.5071,v1.3,6.873927795356639,0.0,0.0,5.88235294117647,none,100,2026-03-14
646,Ihitte/Uboma,Imo,Imo__Ihitte/Uboma,98.88214231781744,5.631821572148152,7.378642620581757,82.17750927874691,79.15940766550523,0.0,0.0,35,1.8812046159386404,1.429271677790399,0.3928571428571428,186051.0,1881.5429726634843,0.5135658914728682,22,0.2224870890164345,0.6738371779397299,1.1824714728757169,100.0,,,,,,2013,,,,,,,,0.79625,imo__ihitte/uboma,imo,,,ok,none,high,7.9625,v1.3,8.11879538406136,0.0,0.0,4.108875463937346,none,100,2026-03-14
647,Ekiti West,Ekiti,Ekiti__Ekiti West,383.0259515340905,7.7029105,4.970845000000001,62.5,62.5,15.412224,0.977672,47,1.7301547568212272,1.572901690949995,0.0,271652.0,709.2260952867109,0.5594315245478036,62,0.1618689275535467,4.781705599390824,2.282331806870555,100.0,,,,,,2013,,,,,,,,0.30401,ekiti__ekiti_west,ekiti,,,ok,none,high,3.0401,v1.3,8.269845243178773,0.0,0.0,3.125,none,100,2026-03-14
648,Atisbo,Oyo,Oyo__Atisbo,2530.775715116117,8.488909,3.454521,27.77777777777777,27.77777777777777,125.74255400000004,1.441251,32,1.8435303606406268,4.739922309764345,0.0,173580.0,68.58766620970037,0.7629198966408268,34,0.0134346160337009,11.31572573400712,1.9587510081806656,27.161193839095404,,,,,,2013,,,,,,,,0.33765,oyo__atisbo,oyo,,,ok,none,high,3.3765,v1.3,8.156469639359374,7.2838806160904594,7.2838806160904594,1.3888888888888886,none,100,2026-03-14
649,Isu,Imo,Imo__Isu,67.95235109205683,5.6888388257582365,7.053021565393954,82.17750927874691,79.15940766550523,0.0,0.0,46,1.7907333442334494,0.1139991641069238,0.3928571428571428,256878.0,3780.2665525435705,0.3404392764857881,14,0.2060267198265713,3.878455846253575,0.5450058004188759,99.99999999999989,,,,,,2013,,,,,,,,0.86287,imo__isu,imo,,,ok,none,high,8.6287,v1.3,8.20926665576655,1.0658141036401503e-14,1.0658141036401503e-14,4.108875463937346,none,100,2026-03-14
