lga_name,year,facilities_per_10k,avg_distance_km,u5mr_mean,coverage_5km,towers_per_10k,population_density,pop_pct_60min
Umu-Nneochi,2013,-0.2741559,-0.67596495,-0.30998322,-0.04551307,-0.047107875,0.102364935,0.0
Ose,2013,0.54656607,0.555562,0.4711579,0.27056757,0.22260833,-0.08638881,0.0
Nnewi North,2013,-1.1424165,-0.38907722,0.22139993,-0.24313156,-0.1540366,0.1576199,0.0
Akoko North West,2013,0.9327517,0.3807335,-0.7398653,0.12959436,-0.011536368,0.1087886,0.0
Ilesha East,2013,0.17247416,-0.24216357,-1.2032962,-0.26695317,-0.3127494,0.12926246,0.0
Njikoka,2013,0.12737086,-0.4960115,0.21441987,-0.24563566,-0.3433701,0.16222325,0.0
Ohaji/Egbema,2013,0.054749057,0.7452034,0.9741809,0.18434551,-0.20164615,0.010647869,0.0
Gombe,2013,0.6148836,-0.5450968,0.7400514,-0.24097975,-0.27105463,0.1547315,0.0
Owerri Municipal,2013,-1.1400381,-0.43370238,1.3199325,-0.24978177,-0.38154367,0.12351854,0.0
Keana,2013,-0.274233,0.18551014,0.3970888,0.17193373,-0.034753524,-0.14518285,0.0
Ohaukwu,2013,-0.9953036,-0.37601337,0.9698268,-0.13649943,0.011499166,0.008444076,0.0
Gbonyin,2013,0.11751381,-0.5308009,-0.712282,-0.1578519,0.042782195,0.025845557,0.0
Isiala Mbano,2013,0.08290657,-0.2743039,0.20410448,-0.24832705,0.1687677,0.16286954,0.0
Irepodun/Ifelodun,2013,-0.23217086,-0.15731046,-0.82033587,-0.25830993,-0.14967622,0.06251522,0.0
Obowo,2013,-0.70067036,-0.2682023,-0.95948076,-0.23712285,-0.1507303,0.14610843,0.0
Isuikwuato,2013,-0.6596822,-0.18006192,-1.182253,-0.007990551,0.14507522,0.038000453,0.0
Makurdi,2013,-0.66399974,-0.6219833,-1.2507098,0.086673535,-0.35792163,0.040120404,0.0
Gboko,2013,-0.27245563,0.28734142,0.984415,0.040083118,-0.2758798,0.002802947,0.0
Ife Central,2013,-0.031213963,0.35064867,-1.192311,-0.25207213,-0.17611235,0.110174365,0.0
Isiala-Ngwa North,2013,-0.70799756,-0.25435272,-1.0065385,-0.2572976,-0.12863466,0.07881122,0.0
Yakurr,2013,-0.06894724,0.2069133,0.72532254,0.17704001,0.02154636,0.030212432,0.0
Billiri,2013,-0.5062326,-0.39828092,0.89301735,-0.25765198,0.044736218,-0.0046603507,0.0
Dunukofia,2013,-1.0815939,-0.7068411,0.097028255,-0.25992364,-0.32999212,0.091199845,0.0
Osisioma Ngwa,2013,-0.55061376,-0.5853339,-0.28154644,-0.23566152,-0.3249332,0.12257833,0.0
Ola Oluwa,2013,-0.79361147,-0.42129523,-0.7599117,-0.26078197,-0.06537323,-0.05138003,0.0
Wamba,2013,-1.1336315,-0.4102063,1.077524,-0.12263796,0.34983984,-0.15715876,0.0
Boripe,2013,-0.42715696,-0.63962054,-0.7181248,-0.24741901,0.2272602,0.15662105,0.0
Yala,2013,-0.9129401,0.20296979,-0.24714088,-0.09022178,0.15417963,-0.066994086,0.0
Aguata,2013,-0.20672925,-0.69633263,-1.2247216,-0.27049166,0.18514234,0.16989765,0.0
Calabar Municipal,2013,-0.69672376,-0.7413142,-1.2252911,-0.25222728,-0.3767525,0.13017532,0.0
Onitsha North,2013,-1.0854853,-0.6646154,-0.28543192,-0.24604413,-0.37122333,0.14733785,0.0
Ukum,2013,-0.6108732,0.0061109303,0.7781398,-0.030121678,0.3492536,-0.051734876,0.0
Isa,2013,0.44116795,0.50767606,-0.12597388,0.25136364,0.32704675,-0.1543772,0.0
Ogun Waterside,2013,-0.75385994,-0.3375025,-0.37562543,0.14165409,0.024068376,-0.15146846,0.0
Ifelodun,2013,-0.7285653,-0.60172105,-1.2266899,-0.019237746,-0.25378412,0.123336375,0.0
Arochukwu,2013,-0.3867753,0.18233448,0.7836949,-0.11132193,-0.12991232,0.07058746,0.0
Ijebu Ode,2013,-0.9090585,-0.32722637,-1.2160589,-0.2643896,-0.35857543,0.10497231,0.0
Magumeri,2013,1.0864165,0.7547326,-1.1591196,0.3667398,0.32016316,-0.17065488,0.0
Boki,2013,-1.0789573,0.5015592,-0.8243529,0.2292105,0.32487997,-0.15482335,0.0
Kwami,2013,-0.18706265,0.7179108,0.49020112,0.17737328,-0.027793586,-0.07338207,0.0
Ekiti East,2013,0.5914149,0.5688295,-0.2907071,-0.007446129,-0.08337876,0.12807627,0.0
Moro,2013,-1.0820314,0.71267325,-0.81155974,0.3014459,-0.37352642,-0.12796049,0.0
Ezinihitte,2013,0.10401923,-0.24744101,0.2096047,-0.26157573,0.1542037,0.16429152,0.0
Kala Balge,2013,0.4265905,0.6834749,-0.830475,0.3605544,0.32195655,-0.1639941,0.0
Awe,2013,-0.82871854,0.7844955,0.39903328,0.26682195,0.37613118,-0.12757841,0.0
Orolu,2013,0.82716066,0.32726184,-0.7053521,-0.27482355,-0.058911514,0.10402309,0.0
Obubra,2013,-0.8055948,0.39868027,-0.3583263,0.21996646,-0.18455936,-0.10365648,0.0
Akoko-Edo,2013,0.66300315,-0.4474798,-0.6954053,0.0954673,0.040199213,-0.06110834,0.0
Osogbo,2013,-1.099477,-0.44144997,-0.009834299,-0.256438,-0.3988441,0.12992567,0.0
Ise/Orun,2013,-0.3299498,0.1946502,-0.055263426,0.13777174,0.14354102,0.0119666485,0.0
Njaba,2013,0.8662479,-0.5054854,0.18083605,-0.26371136,0.26542994,0.18421242,0.0
Obi,2013,-0.86345345,-0.050451662,-0.48781016,-0.16632336,0.19945082,-0.047267497,0.0
Buruku,2013,-0.9352428,-0.039541524,-0.07847694,-0.14797881,-0.07369599,-0.05778177,0.0
Obudu,2013,-0.89703494,-0.5124722,-0.58233875,-0.1200836,0.07082796,0.07483042,0.0
Orlu,2013,-1.1480435,-0.5602616,-1.2357463,-0.25933695,-0.10292797,0.11086388,0.0
Iwo,2013,-0.41843197,0.03715504,-1.1890882,-0.24822642,-0.15413511,0.1214365,0.0
Awka North,2013,-0.72954345,0.59045655,0.2113789,-0.044720974,-0.28887916,0.051671993,0.0
Tarka,2013,-1.1676801,0.16427644,0.18666838,-0.28571206,-0.3527917,-0.062999934,0.0
Umuahia North,2013,-0.8701906,-0.68778086,-1.2464017,-0.27387342,-0.34435675,0.087264396,0.0
Odo Otin,2013,-0.18460286,-0.5775378,-0.7496494,-0.10366532,0.16522901,0.1111769,0.0
Ihiala,2013,-0.46181342,-0.65722847,1.2797178,-0.057093576,-0.26597124,0.13696255,0.0
Ilesha West,2013,-1.1102662,-0.43469265,-0.76422644,-0.26205406,-0.32862,0.114512555,0.0
Kaltungo,2013,-0.6313173,0.38536048,0.771191,0.041018967,-0.15667391,-0.045062087,0.0
Irepodun,2013,0.4681727,-0.30846086,0.17500909,-0.27928984,0.036772233,0.16432077,0.0
Ebonyi,2013,-1.1476724,-0.5939149,-1.2592494,-0.28455895,-0.28835782,-0.02536951,0.0
Lafia,2013,-0.79465544,0.41096863,0.36186883,0.09439152,-0.3424937,-0.10918831,0.0
Ijebu North,2013,0.30881742,0.23791651,-0.350438,0.22458835,-0.2686812,0.014157369,0.0
Ndokwa West,2013,0.5039794,0.6158274,-0.30029318,0.072620586,-0.23988622,-0.016948693,0.0
Ikeduru,2013,-0.66452116,-0.3370515,0.34970522,-0.24331354,0.05449505,0.13183832,0.0
Okehi,2013,0.9228934,0.72703695,-0.89176464,0.33468688,-0.06800901,0.099441186,0.0
Yamaltu/Deba,2013,0.031087419,-0.51725155,0.93290204,0.037682045,0.15191258,-0.07312533,0.0
Emure,2013,0.4460601,0.3394889,-0.06991204,-0.28165594,0.1535341,0.064054534,0.0
Ikere,2013,0.18188749,-0.6437272,-1.1776482,0.12289377,-0.16146475,0.103454694,0.0
Oguta,2013,-0.29239553,0.6084293,1.3139457,0.21914235,0.023270711,0.09955165,0.0
Konshisha,2013,-0.84934217,0.58374786,0.7922836,0.054017637,0.21991462,-0.0818469,0.0
Ejigbo,2013,-0.91425395,-0.21481408,0.080159105,-0.2515922,-0.08318614,0.06325853,0.0
Gwer West,2013,0.00630535,-0.0793801,0.2051447,0.09700616,0.343412,-0.099966034,0.0
Etung,2013,-0.9495085,0.64521164,-0.048092514,0.2561928,0.35213706,-0.11560462,0.0
Ekwusigo,2013,-0.38707298,-0.6059703,-1.2077025,-0.25921953,-0.3028759,0.114083275,0.0
Ijero,2013,0.7314585,-0.62146837,0.9285205,-0.085958935,0.319954,0.14417852,0.0
Ugwunagbo,2013,-0.9282116,-0.5049517,-0.27172512,-0.23050156,-0.21320803,0.10900375,0.0
Olorunda,2013,-0.003820004,-0.28060716,0.7289253,-0.2505969,-0.34123853,0.12043578,0.0
Nasarawa Egon,2013,-0.964453,0.6522523,1.143803,0.057103325,-0.28333786,-0.07794124,0.0
Ede North,2013,-0.9203624,-0.32938328,-1.2202321,-0.26060534,-0.31448546,0.121610016,0.0
Afikpo South,2013,-0.022634065,0.18768184,0.75726503,0.07530269,0.2372778,0.10646178,0.0
Oru West,2013,-0.9192131,-0.55670047,-0.07419116,-0.2435187,-0.20755975,0.1132,0.0
Anambra East,2013,0.19900672,0.62181306,1.3625834,0.2819184,-0.16382724,0.092771836,0.0
Vandeikya,2013,-0.020916034,-0.251847,0.23297958,-0.26814914,0.06963723,0.04938408,0.0
Atakunmosa West,2013,-0.9336872,-0.43647486,-0.7725031,-0.27153507,-0.2795602,-0.073028184,0.0
Ogbaru,2013,-0.7206709,0.5354556,-0.0517366,-0.008288147,-0.2974845,0.12603804,0.0
Ikwuano,2013,-0.26076055,-0.34249008,-0.29239792,-0.2524538,0.06954197,0.064582594,0.0
Keffi,2013,-0.7636102,0.17338264,0.61395997,-0.26489025,-0.3481885,0.08214724,0.0
Adavi,2013,0.4953021,0.44088176,-1.2128298,0.31882948,-0.3164619,0.121764876,0.0
Oru East,2013,-0.39151147,-0.22133668,-1.1815134,-0.23725177,0.05602416,0.14133403,0.0
Remo North,2013,-0.53803897,-0.5328486,-0.37158686,-0.12997335,-0.34245086,0.0037570216,0.0
Karu,2013,-0.9104242,0.57180876,-0.00020137997,0.1363819,-0.36379173,-0.13128187,0.0
Ikenne,2013,0.22148412,-0.48329422,1.2595389,-0.24031126,-0.3344855,0.12113292,0.0
Ila,2013,-1.192017,-0.053058587,-0.76669085,-0.28885734,-0.049500585,-0.04190445,0.0
Doma,2013,-0.8492807,-0.31325364,-1.2402424,0.2669517,0.32795334,-0.17292675,0.0
Nafada,2013,0.38678592,0.08875446,-0.050796103,0.15347281,0.33371586,-0.09485763,0.0
Gwer East,2013,-1.0291135,0.60484886,-0.3833387,0.04694664,-0.33282092,-0.13999008,0.0
Efon,2013,-0.5952018,-0.3044941,0.82287556,-0.24463305,-0.12947805,0.049703088,0.0
Ihitte/Uboma,2013,0.41669765,-0.24363483,0.16797163,-0.27588063,0.07965976,0.15524936,0.0
Ekiti West,2013,0.54960877,-0.15013629,-0.26344916,-0.2745542,-0.024532212,0.064282015,0.0
Atisbo,2013,0.40362772,0.5797413,-0.9765621,0.3442503,0.011322264,-0.16534509,0.0
Isu,2013,0.46824017,-0.7399888,0.18682693,-0.26972085,0.25999534,0.1621129,0.0
Ogbadibo,2013,-0.9150901,-0.641951,-0.28339586,-0.12240408,-0.21942621,-0.01463263,0.0
Atakunmosa East,2013,-0.93189514,0.17366157,-0.7880768,-0.27413383,0.3584759,-0.020681754,0.0
Akwanga,2013,-1.1925563,0.16335917,0.46806335,-0.14764215,-0.3803325,-0.10249338,0.0
Rafi,2013,-0.8137834,0.22566992,-0.5303397,0.20092437,-0.15960051,-0.14884134,0.0
Odukpani,2013,-0.6352617,-0.31606215,0.44914183,0.118989825,-0.32042903,-0.073439516,0.0
Gbako,2013,-1.0662487,-0.03613638,-0.5378974,-0.10797381,0.093581125,-0.121305354,0.0
Ukwuani,2013,0.38245606,0.52053094,0.041757625,0.12570725,-0.071062185,0.051596988,0.0
Awka South,2013,-1.038392,-0.47566697,-0.28913453,-0.24097444,-0.38901797,0.116607,0.0
Gurara,2013,-1.1153065,-0.16365659,0.3852373,-0.048585527,-0.352791,-0.098720536,0.0
Kontagora,2013,-0.24365813,-0.6329031,-1.0285333,0.2859346,-0.3247409,-0.16607156,0.0
Mashegu,2013,-0.25422424,0.7220626,-0.5746705,0.3412121,-0.15592222,-0.12533288,0.0
Wushishi,2013,-1.0172487,0.6394178,0.37864217,0.20508851,-0.19345322,-0.13470821,0.0
Shiroro,2013,-0.98949444,-0.14478984,-1.2244698,0.25176296,0.36836082,-0.16592659,0.0
Borgu,2013,-0.5426926,0.71871674,-0.76989293,0.35049278,0.050629128,-0.13914977,0.0
Lapai,2013,-1.105309,0.59642464,-0.55584335,0.15825324,-0.2534331,-0.13602719,0.0
Akoko South West,2013,0.19216725,0.60967207,-1.1584425,0.25346646,-0.16637126,0.14088736,0.0
Rijau,2013,-0.26567453,-0.26370293,-1.0059423,0.2337525,0.17649753,-0.183553,0.0
Chanchaga,2013,-0.22159256,-0.65715206,-1.2570037,-0.24936153,-0.32111964,0.16746281,0.0
Mariga,2013,0.13017747,0.69395626,-0.32800898,0.26914352,-0.16985618,-0.14001635,0.0
Munya,2013,-1.0296489,0.17057572,-0.533398,0.21758965,0.3490599,-0.15027222,0.0
Bosso,2013,-0.9521,-0.27212095,0.60424846,0.14246984,-0.3277822,-0.13157248,0.0
Suleja,2013,0.5511214,-0.24570833,-0.70883757,-0.2490278,-0.3304942,0.19300386,0.0
Paikoro,2013,-1.105966,0.1985635,-0.55375594,-0.054529052,-0.29203975,-0.12397539,0.0
Kanke,2013,-0.91733485,-0.30837867,-0.029646598,-0.15557934,0.08385712,-0.07298722,0.0
Jos North,2013,0.18445137,-0.6168975,-0.4793535,-0.25279978,-0.3196662,0.13912745,0.0
Jos East,2013,-0.7955691,-0.18114555,1.1230031,0.09254113,0.3727939,-0.09788656,0.0
Oredo,2013,0.23720506,-0.6272687,-0.6893462,0.23732996,-0.34589925,0.15467502,0.0
Patani,2013,0.5410019,0.389497,-1.1970687,0.059404,-0.11228969,0.0573936,0.0
Shendam,2013,-0.64599615,0.21034195,0.6869018,0.1340162,0.31261137,-0.12623958,0.0
Egor,2013,0.4602592,-0.60857797,-0.9909525,-0.26538965,-0.33786517,0.15855461,0.0
Langtang North,2013,-0.95565695,-0.06506482,0.21064833,-0.11924271,0.38340604,-0.05237669,0.0
Jos South,2013,-0.32607496,-0.19362451,-0.38347054,-0.25469905,-0.36603737,0.069192395,0.0
Mikang,2013,-0.5954164,-0.7274304,-0.732861,-0.13138616,0.32620594,-0.12208323,0.0
Barkin Ladi,2013,-1.0851535,-0.6619668,-0.2893748,-0.122396186,0.07068672,-0.09456213,0.0
Pankshin,2013,-0.7045513,-0.09191384,-0.026922097,0.016946912,0.052635524,-0.0729226,0.0
Bokkos,2013,-1.0505961,0.20970723,0.005425449,-0.10291223,0.39115557,-0.080218196,0.0
Wase,2013,-0.70801437,0.79232144,-0.019487107,0.307148,0.35701722,-0.11197578,0.0
Bassa,2013,-0.35898122,0.5144433,-0.7759313,0.19156078,-0.13407376,-0.06561296,0.0
Orumba South,2013,-0.49082583,-0.43639508,0.3992061,-0.24709578,0.25154752,0.14879131,0.0
Kanam,2013,-0.223265,-0.50631493,0.9734689,0.21943179,0.1571369,-0.15974464,0.0
Langtang South,2013,-0.77934337,0.3503693,-0.31301886,0.07068822,0.34068018,-0.12515235,0.0
Mangu,2013,-0.591324,0.2202185,-0.09658318,-0.030632555,0.049696557,-0.051310852,0.0
Tafa,2013,-1.1475841,-0.36087126,-0.8979758,-0.10991288,-0.34741873,0.09084066,0.0
Magama,2013,-0.31365013,0.22756916,-0.55663985,0.22223566,-0.19411111,-0.16195314,0.0
Agwara,2013,-1.0440626,-0.2968545,-0.54081976,0.19061293,0.34694394,-0.15192801,0.0
Riyom,2013,-0.61906755,-0.2699006,-0.6750191,-0.062174033,-0.19949841,-0.08291866,0.0
Rabah,2013,0.77823293,0.6083043,0.9791218,0.30366954,0.30578184,-0.13085432,0.0
Ikwo,2013,-0.9583954,0.48823866,0.9534298,-0.25659165,0.35801184,0.034159034,0.0
Safana,2013,0.20260237,0.7487582,-0.14396977,0.26714477,0.35217816,-0.0026878072,0.0
Ajeromi/Ifelodun,2013,1.0671316,-0.68288034,-0.5013019,-0.27305874,0.07532686,0.17263682,0.0
Koko-Besse,2013,0.1451695,-0.61346096,-0.1951409,0.16881463,0.024171473,-0.12517484,0.0
Epe,2013,0.38067856,0.17304942,-1.2604983,0.2466164,-0.34785083,-0.06662436,0.0
Sumaila,2013,0.9216229,0.28013828,1.2024949,0.2391171,0.3325736,-0.00998027,0.0
Ogori/Magongo,2013,-0.5408464,-0.48682112,-0.7238766,-0.24570735,-0.09729862,0.07576551,0.0
Amuwo Odofin,2013,0.011984852,-0.5088949,-1.2424929,-0.25223684,-0.35209054,0.16986951,0.0
Tsanyawa,2013,0.9195326,0.52216,-0.1608896,-0.2974652,0.22508158,0.004868541,0.0
Ibeju Lekki,2013,-0.71227986,-0.12272692,-0.36318076,-0.119500004,-0.3660313,0.028870998,0.0
Ajaokuta,2013,-0.52552116,0.19305074,-1.2361736,0.2281476,-0.13455333,-0.17063601,0.0
Irepo,2013,0.7103396,0.6318085,-0.6315532,0.33536398,0.10299245,-0.030854294,0.0
Isoko North,2013,0.6710035,-0.55777794,-0.6573928,-0.17253163,-0.10955158,0.045578662,0.0
Ezeagu,2013,-0.57441574,-0.48682544,0.9835294,0.054714892,-0.23716833,0.0076067606,0.0
Irele,2013,0.18390326,-0.072808474,-0.32244772,0.03326808,0.05081245,-0.066403605,0.0
Owo,2013,0.25157535,0.14099449,0.19808087,0.23716737,-0.24264368,-0.006987486,0.0
Dekina,2013,-0.97274435,-0.2783297,-0.64163095,0.039709043,0.14007644,-0.1211002,0.0
Akoko North East,2013,0.19770248,0.3486436,-0.8163122,-0.043977007,-0.13253322,0.09479406,0.0
Oluyole,2013,-0.22315054,-0.4190971,-0.6909612,-0.073016904,-0.34461656,0.058061626,0.0
Ogba/Egbema/Ndoni,2013,1.0060885,0.39193973,-0.3073964,0.22425234,0.35468772,0.08950736,0.0
Ovia South-West,2013,-0.2503311,-0.017397292,-0.96215755,0.2770299,-0.3124316,-0.16258787,0.0
Ndokwa East,2013,0.14380765,0.61111283,-0.2780124,0.18441859,-0.072240345,-0.14368625,0.0
Saki East,2013,0.51475614,0.5569858,0.47468343,0.29299614,0.09989877,-0.091615364,0.0
Onicha,2013,-0.2391809,-0.38606942,1.2444704,-0.27012655,0.34359723,0.08351606,0.0
Ethiope East,2013,0.95687824,0.033485215,-1.1862152,-0.17548291,0.06592324,0.12117977,0.0
Obi,2013,-0.5340051,0.5164139,-1.1792506,0.014771959,0.064129815,-0.071395464,0.0
Oyo East,2013,0.20527127,0.37532708,-1.1936096,-0.2567342,-0.16218038,0.11037914,0.0
Ivo,2013,-0.4663458,-0.5396464,1.3044066,-0.045483436,0.3586044,0.1082493,0.0
Etsako East,2013,0.0009559993,0.51766276,0.7619546,0.21946768,-0.07278815,-0.070300974,0.0
Oshimili South,2013,0.20291218,0.6130074,1.3245571,0.20526507,-0.32618144,0.1806392,0.0
Izzi,2013,-0.58208066,-0.1435693,-0.9317002,-0.15482743,0.11578959,-0.05159281,0.0
Isoko South,2013,1.0331926,0.59037894,-0.27465612,0.04818249,0.27124012,0.08611778,0.0
Ezza South,2013,-1.1360829,-0.4350232,0.75908536,-0.26949465,0.3858187,0.07745233,0.0
Ofu,2013,-0.67183244,0.18043332,-0.7405936,-0.053211603,0.093556255,-0.083144024,0.0
Aniocha North,2013,0.4445059,0.16621663,0.17720424,-0.16479221,-0.23628293,0.005103051,0.0
Aniocha South,2013,0.50601685,0.5553192,-0.293298,0.07677893,-0.36811954,-0.07057771,0.0
Igalamela-Odolu,2013,-0.93704844,0.5195412,-1.1907274,0.24959038,0.10465977,-0.16325624,0.0
Ibiono Ibom,2013,0.8721471,-0.3179985,-1.2560375,-0.28228658,0.05171921,0.114043474,0.0
Obot Akara,2013,0.6180106,-0.119380064,-0.8884056,-0.2652717,0.37343043,0.1384831,0.0
Ogo Oluwa,2013,-1.0739092,-0.70965856,-0.72623235,-0.29609865,-0.2609449,-0.096113734,0.0
Atiba,2013,1.0093691,0.41740286,-0.64040476,0.326613,-0.3118684,0.026055392,0.0
Ogbomosho South,2013,-0.21368395,-0.5943602,-0.6902001,-0.25773,-0.30075866,0.15682381,0.0
Ovia North-East,2013,0.10387065,0.559022,0.6995026,0.26689753,-0.36783764,-0.14357442,0.0
Afijio,2013,-0.24946551,-0.2483764,-0.6666347,0.05095996,-0.28899086,-0.088133566,0.0
Ogbomosho North,2013,-0.3856066,-0.6118039,-1.2206012,-0.2561043,-0.36047214,0.11899924,0.0
Ikwerre,2013,0.9579267,-0.6006065,-0.33708462,0.07062453,-0.35400125,0.008765209,0.0
Esit Eket,2013,0.45603812,0.07482106,0.38615254,-0.04992451,0.021087179,0.1118867,0.0
Obio/Akpor,2013,0.61405224,-0.77464443,0.04709737,-0.26404715,-0.454602,0.116509154,0.0
Etche,2013,0.8513473,-0.3653131,0.9979169,-0.16902472,-0.0079250485,0.059325323,0.0
Askira Uba,2013,-0.26734945,0.50733554,-0.8635033,0.28931674,0.2254926,-0.16269164,0.0
Gwadabawa,2013,0.64138645,-0.039235495,1.2714783,0.03372599,0.3436278,0.016739663,0.0
Hadejia,2013,0.8889346,-0.27423576,1.0513661,-0.2597051,-0.1195124,0.13480496,0.0
Kiri Kasama,2013,1.0396851,0.5083451,1.0147227,0.037648015,0.13339582,0.0002887714,0.0
Konduga,2013,0.80699116,0.60780853,0.21414495,0.33924538,0.0069469265,-0.14283958,0.0
Jere,2013,0.6142305,0.55136687,-0.4018656,0.23199555,0.14813054,0.039294805,0.0
Eti Osa,2013,-0.50894386,-0.48092458,-1.2288113,-0.24138449,-0.33361432,0.15598252,0.0
Kosofe,2013,0.5110685,-0.74228686,-1.247434,-0.27040994,-0.34529203,0.17498894,0.0
Ibadan North,2013,0.23817146,-0.57416433,-0.64858794,-0.2618265,-0.30740902,0.1632418,0.0
Akinyele,2013,-0.43503895,0.19248061,-0.88050026,-0.14384045,-0.33877552,0.10813337,0.0
Ido,2013,-1.1330792,0.37504703,-1.2401255,0.18914069,-0.37933016,-0.062360045,0.0
Ibadan North West,2013,0.36092514,-0.52960086,0.81589293,-0.25413665,-0.35394302,0.1328088,0.0
Ibadan South West,2013,0.25056505,-0.6068057,-0.64258206,-0.2610197,-0.2886425,0.18486808,0.0
Ibadan South East,2013,0.7370925,-0.7153402,0.5984119,-0.2688045,-0.33963993,0.15624197,0.0
Abeokuta South,2013,-0.52721906,-0.6095099,-1.2341616,-0.23946461,-0.37011188,0.15507542,0.0
Alimosho,2013,0.628228,-0.70065796,-0.04389986,-0.25774255,-0.34910288,0.15036666,0.0
Ifako/Ijaye,2013,0.19285035,-0.7229766,0.6168454,-0.22992308,-0.2108439,0.14022131,0.0
Ikorodu,2013,-0.64908016,-0.6585352,0.92859846,-0.25120926,-0.30939448,0.09531301,0.0
Ifo,2013,-0.53431284,-0.5839897,0.4938939,0.04441882,-0.20144121,0.1469052,0.0
Ikeja,2013,-0.7321294,-0.72384405,-1.2282052,-0.24974252,-0.3726588,0.14238706,0.0
Ewekoro,2013,-1.1955025,-0.30209032,1.0169083,-0.1073562,-0.349818,-0.11366317,0.0
Ojo,2013,0.5714407,-0.64124215,-0.97919583,-0.26608723,-0.33667228,0.16089964,0.0
Badagry,2013,-0.46473044,-0.72727513,1.325166,-0.2678171,-0.28239435,0.05434081,0.0
Obafemi Owode,2013,-1.1090028,-0.63740623,-0.8042198,-0.13630018,-0.3717823,-0.1078246,0.0
Ipokia,2013,-0.89697295,-0.19764507,-1.1899544,-0.13145222,0.37666884,0.024312219,0.0
Ohimini,2013,-1.1683311,0.15564635,0.19100976,-0.27611896,-0.35724276,-0.10334113,0.0
Ilorin West,2013,0.7908287,-0.49361205,-0.6608617,-0.27311832,-0.35679042,0.15161021,0.0
Asa,2013,-0.7926106,0.16401912,0.91484404,0.03999142,-0.3336187,-0.11656367,0.0
Eastern Obolo,2018,0.7558141,-0.13275301,0.9269804,-0.28228688,0.35973495,0.09540578,0.0
Ekeremor,2018,1.1031119,0.74886274,-1.1875403,0.27496877,0.32883564,-0.0025513002,0.0
Degema,2018,1.1839468,0.6146085,-0.48706913,0.4386865,0.37620088,0.18780132,0.0
Andoni,2018,1.145558,0.35857022,-0.74100333,0.042563584,0.337278,0.14561976,0.0
Akpabuyo,2018,0.47112423,-0.28134716,-0.355725,0.17100355,0.27263743,0.08367701,0.0
Oron,2018,0.698548,-0.024506243,1.2513444,0.36507717,0.16521463,0.20976096,0.0
Bakassi,2018,-1.0858512,0.3634493,-0.48924807,0.29848108,0.37300402,-0.06985778,0.0
Calabar South,2018,-0.39528823,-0.2501905,-0.8898743,0.31348607,-0.05626909,0.22619416,0.0
Udung Uko,2018,0.7570823,-0.2082957,0.5638103,0.04177633,0.34387422,0.160742,0.0
Southern Ijaw,2018,0.82650393,-2.4662106e-05,-1.0267314,0.28184903,0.31678906,-0.06971373,0.0
Iwajowa,2018,0.3732558,0.68412757,-1.2149565,0.36261365,0.30984864,-0.16951041,0.0
Ibarapa North,2018,0.4449172,0.4986798,-0.78716934,0.29309762,0.3175003,-0.12861708,0.0
Okrika,2018,1.108177,0.7001409,-0.9415278,0.44945657,0.2587503,0.16302167,0.0
Imeko Afon,2018,-0.47099227,-0.30085742,-1.2077854,0.30882725,0.30712134,-0.17587651,0.0
Ibeno,2018,0.41146594,0.51012653,0.56044024,0.09761336,-0.058738165,0.044227757,0.0
Nembe,2018,0.940778,0.66363794,-0.14448829,0.3079387,0.37432504,-0.003737281,0.0
Ilaje,2018,0.5873301,0.30121216,0.96127707,0.13784564,0.2283591,-0.0013580308,0.0
Brass,2018,0.85299283,0.4427733,-1.0108647,0.31639975,0.3270182,-0.021307472,0.0
Warri North,2018,0.82988733,0.55925506,-1.2210886,0.36062694,0.31818628,-0.17228846,0.0
Ese Odo,2018,0.7120081,0.64176714,-1.1976991,0.19353461,0.33060873,0.018703429,0.0
Jalingo,2018,-0.82987297,-0.6913507,0.40192068,-0.26056266,-0.3089269,0.06411006,0.0
Burutu,2018,1.0208439,0.7375703,1.1808926,0.28007928,0.32841635,-0.019916022,0.0
Girei,2018,-0.003993122,0.592357,0.70157117,0.15318106,-0.2911823,-0.09052732,0.0
Yorro,2018,-1.1149805,0.23071444,-1.2087253,0.14048909,-0.1622436,-0.14311074,0.0
Ardo-Kola,2018,-1.1635175,0.5690874,-1.218115,0.195228,-0.18826275,-0.15129216,0.0
Yola North,2018,-0.19319019,-0.48168352,-0.19275111,-0.24519725,-0.32736453,0.16588108,0.0
Yola South,2018,-0.24417265,0.531793,0.20853207,0.07621904,-0.3014529,-0.024377117,0.0
Mbo,2018,0.67683375,-0.30290797,1.2518089,-0.084251024,0.34983575,0.08261883,0.0
Lau,2018,-1.0051562,0.59241295,1.2087936,0.08065166,0.0102899335,-0.12606588,0.0
Ibarapa Central,2018,0.67020565,-0.2066109,-0.9506065,0.28676343,0.21494383,0.043019082,0.0
Abeokuta North,2018,-1.0081545,0.30054355,0.8240669,0.109789,-0.35611463,0.013324686,0.0
Bonny,2018,1.1723368,-0.49282542,-1.1793664,0.17020667,0.34016576,0.16393273,0.0
Warri South-West,2018,1.1089108,0.7517289,0.24142595,0.35542846,0.3649515,-0.043909945,0.0
Warri South,2018,0.18811978,0.23195729,-0.91330576,0.40048972,-0.035251368,0.19486834,0.0
Akuku Toru,2018,1.1720737,0.5538341,-1.1722403,0.3870177,0.3392058,-0.08126661,0.0
