lga_name,year,facilities_per_10k,avg_distance_km,u5mr_mean,coverage_5km,towers_per_10k,population_density,pop_pct_60min
Ushongo,2018,-0.92575455,-0.39193964,-1.2181971,-0.05398138,0.24655032,-0.062615745,0.0
Ehime-Mbano,2018,-0.9333332,-0.45244545,1.2627175,-0.251498,0.17327552,0.11799076,0.0
Ideato South,2018,0.9724232,-0.7350372,-1.223458,-0.27256927,0.26355103,0.14757687,0.0
Ife South,2018,-0.7599467,-0.6295125,-1.2187665,0.2364398,0.0059693377,-0.08381689,0.0
Oyi,2018,-0.35251126,-0.16808335,0.91771513,-0.24651425,-0.3604707,0.099530466,0.0
Ekiti South-West,2018,0.5900759,-0.2209617,0.36641145,-0.29798985,0.065428704,0.07750185,0.0
Ayamelum,2018,0.45981702,0.5771916,0.17009671,0.10091821,0.04285468,0.03742235,0.0
Aboh-Mbaise,2018,-0.5284194,-0.5890873,-0.8707084,-0.23475835,-0.034668334,0.12515001,0.0
Ilejemeje,2018,-0.5457445,0.14858274,1.0568117,-0.2567341,0.33199653,0.06302702,0.0
Mbatoli,2018,-0.024564838,-0.49236456,1.0957184,-0.24879542,-0.1324027,0.12608364,0.0
Akamkpa,2018,0.35058576,0.68112737,0.42667228,0.301979,0.10238991,-0.1341944,0.0
Obi Nwga,2018,-0.8152715,-0.48204085,-1.2377559,-0.27761927,-0.2751919,0.06853339,0.0
Logo,2018,-0.098344065,-0.09139075,-0.9661552,0.20370929,0.30925977,-0.0993214,0.0
Guma,2018,-0.75918454,0.4882441,-0.5737026,0.13941227,-0.12000382,-0.13150784,0.0
Ogoja,2018,-0.90167075,0.5920376,-0.3253583,-0.121355586,-0.27340457,-0.03902336,0.0
Ohafia,2018,0.13796057,-0.47265893,-0.24140222,-0.25005922,-0.18323717,0.060131896,0.0
Orumba North,2018,-0.096755184,-0.071792535,-0.9087415,-0.28723267,0.13998558,0.07555233,0.0
Ado,2018,0.45407096,0.14818016,-1.0109515,0.14887993,0.23127577,-0.035339758,0.0
Toto,2018,-0.763768,0.5906635,0.59657544,0.22539139,0.34811607,-0.13936017,0.0
Egbedore,2018,-1.1460005,-0.0012003575,-0.34961215,-0.2844547,-0.37667525,-0.019855391,0.0
Owerri North,2018,-0.54531324,-0.22489443,-1.2159749,-0.24842536,-0.3514985,0.12262815,0.0
Idemili North,2018,0.16560134,-0.23157632,-0.9437414,-0.2503072,-0.13732442,0.19149442,0.0
Isiala-Ngwa South,2018,-0.91068316,-0.4829304,0.004920788,-0.253884,-0.18643795,0.082337245,0.0
Funakaye,2018,0.6454267,0.15578963,1.2730547,0.16932131,0.040593065,-0.025103342,0.0
Katsina-Ala,2018,-0.9113716,0.1491767,0.06591634,0.104367115,0.06867474,-0.10381821,0.0
Mokwa,2018,-0.020386897,0.6708006,0.19054952,0.24797815,-0.31708246,-0.13856962,0.0
Aba South,2018,0.9128737,-0.6859528,-1.2299752,-0.24705142,-0.16875368,0.16675667,0.0
Edati,2018,-0.55456895,-0.63484,0.48645568,-0.15640534,0.022297239,-0.095822625,0.0
Odogbolu,2018,-0.75802046,0.5955861,-1.2103623,-0.111173935,-0.36401027,0.028859278,0.0
Balanga,2018,-0.26077482,0.25314406,1.2864931,0.04694516,0.11346176,-0.05370851,0.0
Ijebu North East,2018,-0.31930614,-0.15351577,-1.2109656,-0.27228582,-0.024114462,0.06456256,0.0
Oturkpo,2018,-0.46441603,-0.29625386,-0.0029379693,0.11929552,-0.18538652,-0.054513462,0.0
Abi,2018,-0.23773807,-0.70670426,-0.97999984,-0.2702419,0.3369631,0.10552141,0.0
Ideato North,2018,-0.565502,-0.5438386,-0.049103145,-0.24472949,0.3550725,0.108628795,0.0
Oriade,2018,-0.6787831,0.4018842,-1.2270985,-0.27831018,-0.2769581,0.06220022,0.0
Illela,2018,-0.07527195,0.48964602,0.3680062,0.092638284,0.3281583,-0.031387676,0.0
Nwangele,2018,0.5973949,-0.5428213,0.53920686,-0.2620069,0.03314317,0.1940376,0.0
Ife East,2018,0.14178301,0.32079962,-0.5631145,-0.27671555,-0.33343384,0.09832187,0.0
Obanliku,2018,-1.1350675,0.76749736,-1.1947953,0.1147522,0.38457286,-0.0679227,0.0
Onuimo,2018,0.45455092,-0.5355522,0.86547947,-0.26933002,0.25407776,0.13121714,0.0
Qua'An Pan,2018,-1.043353,0.56137323,-1.0213852,0.17817263,0.35241818,-0.1496463,0.0
Ngor-Okpala,2018,-0.51245224,0.24601762,0.20556854,-0.26297736,-0.31854075,0.014500663,0.0
Ona Ara,2018,0.07781137,-0.1526849,0.61619306,-0.03133657,0.2675005,0.16714965,0.0
Igbo-Eze North,2018,0.10942267,-0.4851171,-0.92152584,-0.27945274,0.14734256,0.13859947,0.0
Oju,2018,-1.0771042,-0.1762249,-0.7764605,-0.09834238,0.29962736,-0.0675886,0.0
Boluwaduro,2018,-0.012663476,-0.60106367,-1.2191638,-0.13041824,0.12237803,0.10151327,0.0
Shinkafi,2018,-0.0754359,0.28664812,-0.0408248,0.15239483,0.34013063,-0.03430256,0.0
Orsu,2018,-0.4018229,-0.38427505,0.010695817,-0.24384439,0.37355402,0.19798072,0.0
Anaocha,2018,0.4638443,-0.24682446,-1.0010542,-0.2576813,-0.08346824,0.18370238,0.0
Bekwarra,2018,-1.1361165,-0.7111485,-0.54100925,-0.27703464,-0.16174078,-0.029233381,0.0
Umu-Nneochi,2018,-0.27159175,-0.6497718,-0.9493446,-0.056226946,-0.022475926,0.1110819,0.0
Ose,2018,0.54082084,0.5836846,-0.05928435,0.26355574,0.21270597,-0.08727925,0.0
Nnewi North,2018,-1.1644089,-0.36666948,-0.7712578,-0.2525154,-0.13496058,0.16731122,0.0
Akoko North West,2018,0.90394807,0.36681864,-0.028953776,0.13969271,-0.027765544,0.110782705,0.0
Ilesha East,2018,0.17247416,-0.24216357,-1.2032962,-0.26695317,-0.3127494,0.12926246,0.0
Njikoka,2018,0.13474642,-0.5027199,-0.027652929,-0.2523124,-0.34798837,0.1615007,0.0
Ohaji/Egbema,2018,0.0912966,0.7040923,0.058115315,0.18629105,-0.20763777,0.011446226,0.0
Gombe,2018,0.6195589,-0.53428173,-0.110113196,-0.23525617,-0.24226958,0.16581227,0.0
Owerri Municipal,2018,-1.1572263,-0.4414355,0.74157405,-0.2513626,-0.39146325,0.13040958,0.0
Keana,2018,-0.29401857,0.18553482,1.1529828,0.18317756,-0.027146477,-0.1358906,0.0
Ohaukwu,2018,-0.93343073,-0.36200437,-0.88809407,-0.13736697,0.041770097,0.00093801867,0.0
Gbonyin,2018,0.09928866,-0.53749615,-0.31744987,-0.14282402,0.020249862,0.0239598,0.0
Isiala Mbano,2018,0.025650311,-0.29102227,1.1674422,-0.2511477,0.16374114,0.14516464,0.0
Irepodun/Ifelodun,2018,-0.17431039,-0.22184452,0.5944314,-0.25280452,-0.1955616,0.055453677,0.0
Obowo,2018,-0.7088193,-0.26852313,-0.7414037,-0.23728755,-0.15156424,0.14518192,0.0
Isuikwuato,2018,-0.6596822,-0.18006192,-1.182253,-0.007990551,0.14507522,0.038000453,0.0
Makurdi,2018,-0.67363286,-0.62149656,-0.295523,0.10406693,-0.34144607,0.03775875,0.0
Gboko,2018,-0.34219763,0.33942854,-1.0189369,0.042215917,-0.2483108,-0.0060048494,0.0
Ife Central,2018,-0.02557487,0.33966276,0.10281236,-0.246664,-0.19745855,0.11849213,0.0
Isiala-Ngwa North,2018,-0.71684813,-0.2788911,0.0798446,-0.25709388,-0.14430732,0.07697243,0.0
Yakurr,2018,0.017722769,0.20568486,-0.59008354,0.19750014,0.056566786,0.025813794,0.0
Billiri,2018,-0.4653683,-0.4156726,-0.35854754,-0.23758617,0.073134236,-0.016318405,0.0
Dunukofia,2018,-1.1056864,-0.6796433,-0.78241014,-0.26668334,-0.31598645,0.094309725,0.0
Osisioma Ngwa,2018,-0.56507987,-0.5727479,1.0781546,-0.24483909,-0.3142979,0.10571334,0.0
Ola Oluwa,2018,-0.7671421,-0.43037322,-0.638819,-0.27730298,-0.065477744,-0.049809992,0.0
Wamba,2018,-1.1102532,-0.4074031,-1.2609361,-0.1419803,0.3658684,-0.17211889,0.0
Boripe,2018,-0.43891463,-0.6557554,-0.5043707,-0.2426709,0.21759664,0.15872166,0.0
Yala,2018,-0.9163265,0.17276925,-1.209721,-0.10985786,0.1733049,-0.079383,0.0
Aguata,2018,-0.20672925,-0.69633263,-1.2247216,-0.27049166,0.18514234,0.16989765,0.0
Calabar Municipal,2018,-0.7061363,-0.7486138,0.25769103,-0.24702248,-0.3753003,0.12372144,0.0
Onitsha North,2018,-1.0906578,-0.6304985,-0.7730324,-0.2626422,-0.35412806,0.15355901,0.0
Ukum,2018,-0.5776819,0.02235184,-0.9999558,-0.062516116,0.32392105,-0.06098862,0.0
Isa,2018,0.41622508,0.5126715,1.0192589,0.26920244,0.2733786,-0.14738591,0.0
Ogun Waterside,2018,-0.75301224,-0.31639254,-1.0311797,0.1543478,0.03122297,-0.16645351,0.0
Ifelodun,2018,-0.7143627,-0.5908257,1.3648751,-0.026750285,-0.27226332,0.12509991,0.0
Arochukwu,2018,-0.38221493,0.17374596,0.98631495,-0.114902794,-0.12836021,0.06863178,0.0
Ijebu Ode,2018,-0.9090585,-0.32722637,-1.2160589,-0.2643896,-0.35857543,0.10497231,0.0
Magumeri,2018,1.0910747,0.7240616,-0.31317827,0.34306616,0.36992785,-0.14884208,0.0
Boki,2018,-1.052946,0.5347742,-1.2137445,0.23186444,0.32715482,-0.1685291,0.0
Kwami,2018,-0.19825357,0.7272273,1.1624175,0.18561165,-0.023840876,-0.079205476,0.0
Ekiti East,2018,0.5587091,0.58404773,1.2527726,-0.026284011,-0.097693615,0.13422081,0.0
Moro,2018,-1.0714142,0.7195256,-0.6713427,0.32513598,-0.36074606,-0.12765418,0.0
Ezinihitte,2018,0.10158041,-0.2537482,0.08002992,-0.25944835,0.16550885,0.16330676,0.0
Kala Balge,2018,0.41335517,0.6935077,-0.34335744,0.344121,0.3531727,-0.14142905,0.0
Awe,2018,-0.8051693,0.79077,0.11882762,0.2661126,0.37137577,-0.12614422,0.0
Orolu,2018,0.8250204,0.33399177,-0.7146199,-0.27482355,-0.05553891,0.10423519,0.0
Obubra,2018,-0.8398694,0.36744732,0.91105056,0.23441784,-0.1808237,-0.0997671,0.0
Akoko-Edo,2018,0.640569,-0.44923514,-0.078357436,0.10045616,0.019009367,-0.059484858,0.0
Osogbo,2018,-1.1112095,-0.4337659,0.1025174,-0.25178617,-0.39360827,0.13000144,0.0
Ise/Orun,2018,-0.32480282,0.18091346,0.404257,0.12164826,0.15426902,0.01107082,0.0
Njaba,2018,0.88748837,-0.5010094,1.2873493,-0.2587358,0.25765142,0.15323842,0.0
Obi,2018,-0.88434124,-0.047494587,-0.74443173,-0.16760147,0.20878144,-0.047663018,0.0
Buruku,2018,-0.93414164,-0.041740865,-1.19979,-0.15795508,-0.05179747,-0.070364386,0.0
Obudu,2018,-0.91071904,-0.5113106,-0.50256467,-0.11009744,0.07315178,0.07502682,0.0
Orlu,2018,-1.1649541,-0.5582955,0.4783455,-0.24009967,-0.13924395,0.10768863,0.0
Iwo,2018,-0.43118954,0.040542945,-0.5046322,-0.24369866,-0.16488554,0.12644984,0.0
Awka North,2018,-0.75433695,0.5995469,-1.2159244,-0.03846076,-0.2875959,0.056407817,0.0
Tarka,2018,-1.1565715,0.20485987,-1.2338575,-0.30106485,-0.3424244,-0.070573024,0.0
Umuahia North,2018,-0.8701906,-0.68778086,-1.2464017,-0.27387342,-0.34435675,0.087264396,0.0
Odo Otin,2018,-0.18546747,-0.57742715,-0.73928607,-0.10393436,0.16235556,0.111504026,0.0
Ihiala,2018,-0.4492908,-0.65357685,-1.2110808,-0.05886125,-0.24530248,0.13972947,0.0
Ilesha West,2018,-1.0959421,-0.46644157,-0.34134805,-0.2542793,-0.34719756,0.117421016,0.0
Kaltungo,2018,-0.62099725,0.3730165,1.0645113,0.031965952,-0.15697199,-0.03817707,0.0
Irepodun,2018,0.51495874,-0.28098494,-0.2522301,-0.25969478,0.040270653,0.16157076,0.0
Ebonyi,2018,-1.1471658,-0.60031956,-0.27574342,-0.25211817,-0.2852869,-0.018201675,0.0
Lafia,2018,-0.75367415,0.40652815,0.0794199,0.11128277,-0.32671642,-0.10816895,0.0
Ijebu North,2018,0.32195255,0.24175316,-1.197993,0.2674641,-0.27554682,0.026521266,0.0
Ndokwa West,2018,0.48757443,0.62180305,-0.04623248,0.08227857,-0.24672726,-0.017787486,0.0
Ikeduru,2018,-0.6847511,-0.34485114,0.92874557,-0.24594755,0.053495966,0.11357603,0.0
Okehi,2018,0.890516,0.7207701,1.2155265,0.3614768,-0.090770304,0.10651185,0.0
Yamaltu/Deba,2018,0.025814427,-0.5137786,1.1024139,0.03324097,0.14767992,-0.076939024,0.0
Emure,2018,0.4628361,0.33941406,-0.40042546,-0.2677144,0.16709441,0.06385075,0.0
Ikere,2018,0.08279836,-0.6128963,1.1396058,0.080454394,-0.19892764,0.11248747,0.0
Oguta,2018,-0.33547047,0.586421,-0.05951,0.20802106,0.03567912,0.08180512,0.0
Konshisha,2018,-0.7941638,0.58766824,0.09704767,0.05814605,0.21428117,-0.08738984,0.0
Ejigbo,2018,-0.8963954,-0.16160882,-1.182802,-0.2632676,-0.056420553,0.055973515,0.0
Gwer West,2018,0.009182277,-0.072262466,-1.2332683,0.12006351,0.3207699,-0.11297598,0.0
Etung,2018,-0.9343087,0.6787075,-1.1904961,0.27024508,0.35206378,-0.12707831,0.0
Ekwusigo,2018,-0.4522686,-0.60034025,0.37659374,-0.24694343,-0.32546127,0.109322965,0.0
Ijero,2018,0.7560282,-0.6190298,-1.254765,-0.080531485,0.3268085,0.13897267,0.0
Ugwunagbo,2018,-0.90942055,-0.46956044,-0.8686441,-0.24416418,-0.20671758,0.11066138,0.0
Olorunda,2018,0.13797429,-0.25774077,-0.5835208,-0.27229434,-0.31909937,0.12519595,0.0
Nasarawa Egon,2018,-0.9327313,0.6388353,-0.023659093,0.040090345,-0.26327425,-0.0840717,0.0
Ede North,2018,-0.9255507,-0.31851774,-0.62085307,-0.27180985,-0.29348305,0.12681119,0.0
Afikpo South,2018,0.11106816,0.184894,-0.23936576,0.08254238,0.21209481,0.10802325,0.0
Oru West,2018,-0.9184782,-0.5350921,-0.6643642,-0.26171884,-0.20413461,0.114809334,0.0
Anambra East,2018,0.2675234,0.57978785,-0.8084163,0.27947512,-0.16968818,0.06707337,0.0
Vandeikya,2018,-0.0033581483,-0.24607268,-0.52981746,-0.2740195,0.091966376,0.050817933,0.0
Atakunmosa West,2018,-0.90721786,-0.44516915,-0.64462876,-0.28627032,-0.27255583,-0.07188655,0.0
Ogbaru,2018,-0.746475,0.5546737,-1.2319572,-0.005787814,-0.29559487,0.12796554,0.0
Ikwuano,2018,-0.23877111,-0.3662583,0.9988145,-0.2747459,0.04585816,0.060355466,0.0
Keffi,2018,-0.74502337,0.16732019,-0.91087896,-0.26323196,-0.34432223,0.090688504,0.0
Adavi,2018,0.48395163,0.4327343,-0.07999266,0.29545623,-0.30811736,0.12186589,0.0
Oru East,2018,-0.451332,-0.2573595,0.5556812,-0.22775765,0.009731839,0.13806185,0.0
Remo North,2018,-0.5126487,-0.53905594,-1.238431,-0.12586242,-0.3349381,0.014033621,0.0
Karu,2018,-0.99547327,0.57756925,0.85360444,0.09383135,-0.3698694,-0.12494299,0.0
Ikenne,2018,0.24239865,-0.51031476,-1.2645555,-0.26274323,-0.33589312,0.11144202,0.0
Ila,2018,-1.1875573,-0.13258852,0.9525221,-0.27349454,-0.06972708,-0.027636237,0.0
Doma,2018,-0.85151607,-0.3259824,-0.006525108,0.25887015,0.3331047,-0.14682591,0.0
Nafada,2018,0.38199842,0.111184314,1.254123,0.15264529,0.29384845,-0.0891331,0.0
Gwer East,2018,-1.0641785,0.58870465,-0.80032134,0.053023692,-0.30676344,-0.13876234,0.0
Efon,2018,-0.5527989,-0.2835427,-1.2130666,-0.25050274,-0.099081576,0.04699099,0.0
Ihitte/Uboma,2018,0.41998893,-0.24660064,0.37832597,-0.28374776,0.09224261,0.13861619,0.0
Ekiti West,2018,0.51080674,-0.19502565,1.2239877,-0.29063687,-0.026180211,0.066136025,0.0
Atisbo,2018,0.43663102,0.5556177,-0.77327424,0.3413146,0.0026502649,-0.14775889,0.0
Isu,2018,0.47951564,-0.74516946,0.92311186,-0.2668143,0.25880766,0.13075279,0.0
Ogbadibo,2018,-0.9071963,-0.61263764,-0.78769386,-0.14021301,-0.23838484,-0.019306395,0.0
Atakunmosa East,2018,-0.8845622,0.17126332,-1.2169087,-0.27152836,0.36881453,-0.014083975,0.0
Akwanga,2018,-1.1633642,0.173815,-0.7624473,-0.16390267,-0.35134825,-0.10457429,0.0
Rafi,2018,-0.80766153,0.20368135,0.08880838,0.20976543,-0.15876658,-0.14465289,0.0
Odukpani,2018,-0.6063655,-0.30118862,-0.7170087,0.14539021,-0.28780875,-0.08070145,0.0
Gbako,2018,-1.0491962,-0.035264887,-0.944429,-0.100340225,0.11485761,-0.12888667,0.0
Ukwuani,2018,0.3753366,0.56020755,-1.204497,0.14586413,-0.03836023,0.05801562,0.0
Awka South,2018,-1.0176634,-0.46996975,-1.2380273,-0.26105314,-0.37775034,0.11383874,0.0
Gurara,2018,-1.0724105,-0.1477507,-0.010524571,-0.061629742,-0.35098273,-0.10226919,0.0
Kontagora,2018,-0.2728695,-0.6122817,-0.9089479,0.28946868,-0.32445815,-0.16108592,0.0
Mashegu,2018,-0.23935914,0.7283361,-0.04064664,0.32908517,-0.15243815,-0.12665312,0.0
Wushishi,2018,-0.9561005,0.62829506,-0.0046089063,0.2057543,-0.16515505,-0.13850382,0.0
Shiroro,2018,-1.0557567,-0.18471625,0.9483498,0.22827326,0.36280438,-0.1251132,0.0
Borgu,2018,-0.53213483,0.759188,-1.1248176,0.374501,0.061855175,-0.14801998,0.0
Lapai,2018,-1.0795761,0.6029568,-0.007873381,0.15718764,-0.24730872,-0.13564396,0.0
Akoko South West,2018,0.14857814,0.58321524,-0.11506511,0.23751786,-0.16460532,0.14872834,0.0
Rijau,2018,-0.2711265,-0.28771287,-0.065680765,0.22365806,0.13904673,-0.15610072,0.0
Chanchaga,2018,-0.19478145,-0.67711985,0.92346007,-0.24240102,-0.31578156,0.1485273,0.0
Mariga,2018,0.14131217,0.70285374,-0.9534869,0.28724143,-0.15127812,-0.16303714,0.0
Munya,2018,-1.0190893,0.165888,-0.0024438882,0.20317663,0.35084876,-0.14160557,0.0
Bosso,2018,-0.90401286,-0.21277681,-0.27472115,0.15477239,-0.30905816,-0.14000316,0.0
Suleja,2018,0.5266452,-0.2527336,-0.0498738,-0.2541221,-0.3274712,0.19270031,0.0
Paikoro,2018,-1.1004134,0.18480897,-0.97275054,-0.049718443,-0.29590482,-0.12741017,0.0
Kanke,2018,-0.9788689,-0.30429032,0.3597857,-0.15546447,0.0851134,-0.07320969,0.0
Jos North,2018,0.103913575,-0.63589305,0.6271904,-0.24430214,-0.3315695,0.12933236,0.0
Jos East,2018,-0.8067949,-0.18078406,0.38267997,0.10559154,0.3656213,-0.0944783,0.0
Oredo,2018,0.2320509,-0.6451033,-0.99290895,0.25537702,-0.3443131,0.16644508,0.0
Patani,2018,0.5454127,0.38203678,-0.2881401,0.037053723,-0.12579127,0.05035386,0.0
Shendam,2018,-0.66170055,0.17777109,1.133567,0.13748445,0.32512733,-0.12764588,0.0
Egor,2018,0.486023,-0.6112604,-1.2459542,-0.27011535,-0.33505395,0.1603223,0.0
Langtang North,2018,-0.96523285,-0.061948404,1.2914836,-0.10110886,0.39593643,-0.039109092,0.0
Jos South,2018,-0.330078,-0.17809886,-0.44483963,-0.253262,-0.36205834,0.072193004,0.0
Mikang,2018,-0.5717537,-0.7366684,-1.2454343,-0.11334409,0.34306815,-0.12320275,0.0
Barkin Ladi,2018,-1.1092204,-0.638219,0.3616033,-0.13894033,0.027749415,-0.093728654,0.0
Pankshin,2018,-0.7243162,-0.04605383,-0.6927102,0.017734172,0.08100516,-0.073239,0.0
Bokkos,2018,-1.0621524,0.22458774,-0.2497743,-0.09231107,0.40032718,-0.08025876,0.0
Wase,2018,-0.7086431,0.7941958,0.7872248,0.28581315,0.3581678,-0.11391931,0.0
Bassa,2018,-0.33118612,0.51284766,-0.04360942,0.18419386,-0.124618106,-0.065873526,0.0
Orumba South,2018,-0.43417615,-0.4280683,-0.7459079,-0.24576676,0.2709759,0.15246573,0.0
Kanam,2018,-0.22328638,-0.49604526,1.2525214,0.21995354,0.15335746,-0.16703485,0.0
Langtang South,2018,-0.7995125,0.26639143,0.3447473,0.07596706,0.34703118,-0.124680586,0.0
Mangu,2018,-0.614732,0.17982122,0.18463358,-0.023802025,0.037675858,-0.052410904,0.0
Tafa,2018,-1.1381773,-0.3811948,-0.34998146,-0.106516115,-0.37084028,0.09035157,0.0
Magama,2018,-0.3040693,0.21055797,0.9975863,0.21207123,-0.21267985,-0.14847493,0.0
Agwara,2018,-1.0355303,-0.30898482,-0.019278837,0.17414367,0.35583094,-0.14053619,0.0
Riyom,2018,-0.6394514,-0.2942801,0.38632646,-0.025937414,-0.23517416,-0.07478779,0.0
Rabah,2018,0.79013455,0.58960253,0.7803201,0.30053988,0.32684845,-0.13310085,0.0
Ikwo,2018,-0.91137064,0.5189246,-1.1947954,-0.28200403,0.364772,0.024030896,0.0
Safana,2018,0.16042739,0.75024754,0.8631002,0.27548048,0.31321853,-0.00035221703,0.0
Ajeromi/Ifelodun,2018,1.0540118,-0.6908659,-0.8439914,-0.27169043,0.1006005,0.17965136,0.0
Koko-Besse,2018,0.09432258,-0.5967084,1.268828,0.16775322,0.044981316,-0.12410484,0.0
Epe,2018,0.38067856,0.17304942,-1.2604983,0.2466164,-0.34785083,-0.06662436,0.0
Sumaila,2018,0.92697334,0.2804527,1.163305,0.23867416,0.3343495,-0.010913334,0.0
Ogori/Magongo,2018,-0.5784861,-0.49921605,0.6648936,-0.25049418,-0.12284305,0.073042445,0.0
Amuwo Odofin,2018,-0.035021532,-0.48045018,1.2498059,-0.2439938,-0.350127,0.1490986,0.0
Tsanyawa,2018,0.878674,0.47624418,0.92365855,-0.29403904,0.2221283,0.01661198,0.0
Ibeju Lekki,2018,-0.71398956,-0.108745106,-0.8297624,-0.116997585,-0.33757845,0.03676069,0.0
Ajaokuta,2018,-0.5719176,0.18655719,1.1469557,0.24596728,-0.15190122,-0.13455814,0.0
Irepo,2018,0.7079489,0.61505383,-0.7471474,0.3214671,0.120111845,-0.028668657,0.0
Isoko North,2018,0.6676888,-0.5502369,-0.2845189,-0.13578102,-0.120678484,0.040162347,0.0
Ezeagu,2018,-0.5297567,-0.46143976,-0.91693336,0.054796904,-0.21670891,-0.00022837408,0.0
Irele,2018,0.12886058,-0.08792597,-0.07292906,0.025145633,0.048222393,-0.06725882,0.0
Owo,2018,0.26326907,0.16974536,-0.9654998,0.24039705,-0.21981297,-0.00061516033,0.0
Dekina,2018,-0.9646475,-0.3041989,-0.061359975,0.021497227,0.11860134,-0.11506856,0.0
Akoko North East,2018,0.17230846,0.364496,-1.1440183,-0.035214636,-0.13666958,0.0950035,0.0
Oluyole,2018,-0.23219225,-0.43470743,-1.2468458,-0.04514489,-0.35370666,0.057617337,0.0
Ogba/Egbema/Ndoni,2018,0.98854274,0.33062187,0.7678442,0.26208842,0.31686565,0.09367093,0.0
Ovia South-West,2018,-0.23246834,-0.028366953,-1.2707846,0.28233117,-0.30910328,-0.16467015,0.0
Ndokwa East,2018,0.1728265,0.6003747,-0.7233421,0.20158239,-0.05434319,-0.14921671,0.0
Saki East,2018,0.512632,0.57007027,0.022183016,0.29167473,0.11094501,-0.09460454,0.0
Onicha,2018,-0.26260218,-0.40622443,-0.36342636,-0.25648674,0.3613616,0.07869303,0.0
Ethiope East,2018,0.9766486,0.05112296,-0.7972644,-0.1656655,0.052307755,0.12095945,0.0
Obi,2018,-0.5340051,0.5164139,-1.1792506,0.014771959,0.064129815,-0.071395464,0.0
Oyo East,2018,0.21311611,0.37128457,-0.24030414,-0.23836431,-0.18153767,0.112305015,0.0
Ivo,2018,-0.483645,-0.54862607,-0.28409,-0.049334858,0.36163455,0.11107167,0.0
Etsako East,2018,0.017922813,0.549966,1.2781979,0.21759257,-0.06411871,-0.06041357,0.0
Oshimili South,2018,0.2502575,0.6120592,-1.2174815,0.21678455,-0.34290886,0.1520865,0.0
Izzi,2018,-0.61285263,-0.16225882,-0.26914746,-0.13857903,0.08864266,-0.045626424,0.0
Isoko South,2018,1.0729041,0.61397594,-1.1589144,0.06390716,0.2632746,0.08354275,0.0
Ezza South,2018,-1.105582,-0.41800737,-0.26263705,-0.2494244,0.40542012,0.08057858,0.0
Ofu,2018,-0.7357351,0.1734046,0.9149984,-0.03446895,0.034636375,-0.072403945,0.0
Aniocha North,2018,0.4155754,0.15671498,-1.255749,-0.16623898,-0.21386756,0.016225746,0.0
Aniocha South,2018,0.50809485,0.59271467,-1.2240925,0.077184156,-0.36865816,-0.07851423,0.0
Igalamela-Odolu,2018,-1.0100344,0.50033796,0.77122885,0.2370054,0.05089262,-0.13355465,0.0
Ibiono Ibom,2018,0.9092172,-0.29806647,-0.1786114,-0.27739298,0.0003074569,0.116670825,0.0
Obot Akara,2018,0.5881419,-0.12983935,-0.024728337,-0.26246658,0.39682344,0.1377253,0.0
Ogo Oluwa,2018,-1.0833693,-0.7020529,-0.8192925,-0.28159836,-0.2669434,-0.09595901,0.0
Atiba,2018,1.0264211,0.41248617,-1.1842235,0.31418154,-0.31726032,0.029839098,0.0
Ogbomosho South,2018,-0.21046098,-0.61343926,-1.2656174,-0.24797092,-0.32317588,0.15800218,0.0
Ovia North-East,2018,0.2100621,0.5677393,-0.6009508,0.2912885,-0.3526854,-0.15231404,0.0
Afijio,2018,-0.19960687,-0.27640796,0.42223886,0.022744693,-0.33011156,-0.081648484,0.0
Ogbomosho North,2018,-0.3856066,-0.6118039,-1.2206012,-0.2561043,-0.36047214,0.11899924,0.0
Ikwerre,2018,0.95874065,-0.6002866,-0.31202322,0.069073536,-0.3446683,0.009049892,0.0
Esit Eket,2018,0.44549084,0.084370844,0.7381432,-0.054108426,0.02113011,0.11064734,0.0
Obio/Akpor,2018,0.6486094,-0.7777808,-1.2341924,-0.27293995,-0.4353105,0.11364566,0.0
Etche,2018,0.832712,-0.3785491,-0.29961556,-0.14407033,0.0070742117,0.049826164,0.0
Askira Uba,2018,-0.22770795,0.5140679,0.6028188,0.26367682,0.20432115,-0.1347232,0.0
Gwadabawa,2018,0.6670655,-0.056189924,0.19572368,0.027750537,0.36769083,-0.0008252276,0.0
Hadejia,2018,0.85425836,-0.2995281,-1.2400063,-0.26076806,-0.07577561,0.1706794,0.0
Kiri Kasama,2018,1.0383266,0.518197,0.9777578,0.036481664,0.1379265,0.00012376152,0.0
Konduga,2018,0.8062966,0.6083154,0.21542647,0.3392529,0.006924735,-0.14274621,0.0
Jere,2018,0.6083128,0.53013676,0.3544211,0.26341504,0.13093552,0.042153638,0.0
Eti Osa,2018,-0.50894386,-0.48092458,-1.2288113,-0.24138449,-0.33361432,0.15598252,0.0
Kosofe,2018,0.5110685,-0.74228686,-1.247434,-0.27040994,-0.34529203,0.17498894,0.0
Ibadan North,2018,0.2440131,-0.5710629,-0.7282322,-0.244373,-0.31255543,0.16055216,0.0
Akinyele,2018,-0.42038488,0.20172088,-1.198193,-0.14214465,-0.35096133,0.107358396,0.0
Ido,2018,-1.1396934,0.36534005,-0.78648806,0.19784199,-0.36178777,-0.052190386,0.0
Ibadan North West,2018,0.34945187,-0.52497256,-0.98305756,-0.2587937,-0.32405525,0.16908146,0.0
