lga_uid,lga_name,state_name,state_lga,area_sq_km,lga_lat,lga_lon,u5mr_mean,u5mr_median,live_births_sum,u5_deaths_sum,facilities_count,facilities_per_10k,avg_distance_km,urban_prop,population,population_density,access_score,towers_count,tower_density_per_km2,avg_dist_to_tower_km,towers_per_10k_pop,coverage_5km,year
291,Enugu North,Enugu,Enugu__Enugu North,60.31908433604065,6.445758,7.529351500000001,100.0,100.0,10.668555,1.011933,154,4.179319964937133,0.1076648377130035,1.0,368481.0,6108.862627077921,0.0607235142118862,0,0.0,,0.0,17983.80039229879,2013
292,Buji,Jigawa,Jigawa__Buji,636.7469115711546,11.566254133622191,9.722271650886,139.34690867020075,142.2979797979798,0.0,0.0,29,1.9882896595225363,1.6638552090649597,0.0714285714285714,145854.0,229.0611816869429,0.524547803617571,0,0.0,,0.0,368.19084486005175,2013
293,Ukanafun,Akwa Ibom,Akwa Ibom__Ukanafun,248.9654013309888,4.922969,7.599793,76.92307692307693,76.92307692307693,17.920201,1.378477,35,1.7430278884462154,1.4387147216669045,0.0,200800.0,806.5377716201017,0.5419896640826873,0,0.0,,0.0,1049.859331522561,2013
294,Agaie,Niger,Niger__Agaie,2087.279814353333,8.946049,6.370015,92.63474000316108,66.66666666666669,270.1241289999999,23.722033,77,3.641815610618967,4.391200075744075,0.3333333333333333,211433.0,101.29595397131972,0.5193798449612403,0,0.0,,0.0,310.49407172058136,2013
295,Bagwai,Kano,Kano__Bagwai,448.1631139108695,12.10365667380037,8.13245348504998,108.31924971946268,105.08786848072562,0.0,0.0,52,2.028706192625653,1.3218135754987603,0.25,256321.0,571.9368507667434,0.4767441860465116,0,0.0,,0.0,926.8569490119202,2013
296,Kajuru,Kaduna,Kaduna__Kajuru,2316.791407840616,10.260756606992649,7.799521727517225,71.0938196880713,52.631578947368446,0.0,0.0,48,2.883835501216618,2.4254781585076794,0.3333333333333333,166445.0,71.84289420131111,0.4825581395348837,0,0.0,,0.0,155.25674887760695,2013
297,Katcha,Niger,Niger__Katcha,1725.388950312571,9.369888,6.38832,73.17073170731709,73.17073170731709,37.956775,2.7773250000000003,92,4.722428971075122,3.635264310484264,0.0,194815.0,112.91077293888276,0.4366925064599483,0,0.0,,0.0,410.48469013831726,2013
298,Kafur,Katsina,Katsina__Kafur,1028.0828717177465,11.64174373763576,7.695986228467952,84.61472357186878,68.9655172413793,0.0,0.0,81,2.5497917670056944,0.4902896851530013,0.2368421052631578,317673.0,308.99551849280795,0.2829457364341085,0,0.0,,0.0,626.7284657109,2013
299,Wasagu-Danko,Kebbi,Kebbi__Wasagu-Danko,4208.185591900022,11.419111,6.016153,145.45454545454544,145.45454545454544,58.669215,8.533704,97,2.38072447654741,0.9832629889613794,0.0,407439.0,96.82058718708714,0.3817829457364341,0,0.0,,0.0,179.61722208394534,2013
300,Bida,Niger,Niger__Bida,717.3291464908465,9.119792666666669,5.952658,21.27659574468085,0.0,212.845432,4.884909,100,3.365881406534522,2.410988950780028,0.3333333333333333,297099.0,414.1738858004025,0.4179586563307493,0,0.0,,0.0,1081.5159911385126,2013
301,Kirfi,Bauchi,Bauchi__Kirfi,2149.731304107776,10.409849534471077,10.527008277303183,118.8416757225794,109.99521759923482,0.0,0.0,51,2.2307564451365134,9.093552588773004,0.1666666666666666,228622.0,106.34910491517786,0.7474160206718345,0,0.0,,0.0,183.15533125071585,2013
302,Dandi,Kebbi,Kebbi__Dandi,2025.286974871778,11.732453,3.725743,148.14814814814812,148.14814814814812,33.908382,5.023464,39,1.7263970536156952,5.305802896925148,0.0,225904.0,111.5417236188477,0.7990956072351421,0,0.0,,0.0,144.91068685869385,2013
303,Bagudu,Kebbi,Kebbi__Bagudu,5836.91815360487,11.326969169382211,3.925644742552672,120.51721471656414,103.86015706546048,0.0,0.0,63,1.7220172201722015,14.594826071025404,0.1875,365850.0,62.67862429663361,0.8488372093023255,0,0.0,,0.0,88.12302491429253,2013
